SubjectArea,Subject,Band,ASComponentCode,ASComponentText,Strand,Keywords,LinkedContentCodes,ConfidenceScore
English,English as an Additional Language,Level BL,VC2EALBLASC06,Peers who speak home language(s) also offer shared translation opportunities.,Listening and Speaking,"home,language(s),offer,opportunities,peers,shared,speak,translation","VC2EALBLL14,VC2EALBLL15,VC2EALBLL12,VC2EALBLL13,VC2EALBLW15",High
English,English as an Additional Language,Level BL,VC2EALBLASC07,This supports students to make connections between their home language(s) and their developing English language skills.,Listening and Speaking,"between,connections,developing,english,home,language,language(s),make,skills,supports","VC2EALBLL15,VC2EALBLL12,VC2EALBLL14,VC2EALBLL01,VC2EALBLL13",High
English,English as an Additional Language,Level BL,VC2EALBLASC08,Students use short utterances and simple subject–verb–object constructions.,Listening and Speaking,"constructions,short,simple,subject–verb–object,utterances","VC2EALBLL03,VC2EALBLL02,VC2EALBLL04,VC2EALBLL06,VC2EALBLL05",High
English,English as an Additional Language,Level BL,VC2EALBLASC09,They use common adjectives and adverbs to describe or add emphasis.,Listening and Speaking,"adjectives,adverbs,common,describe,emphasis","VC2EALBLL08,VC2EALBLL02,VC2EALBLL06,VC2EALBLL07,VC2EALBLL09",High
English,English as an Additional Language,Level BL,VC2EALBLASC10,"They use repeated grammar patterns copied from stories, songs, rhymes or other short texts.",Listening and Speaking,"copied,grammar,other,patterns,repeated,rhymes,short,songs,stories,texts","VC2EALBLL11,VC2EALBLL03,VC2EALBLL04,VC2EALBLR11,VC2EALBLL02",High
English,English as an Additional Language,Level BL,VC2EALBLASC11,"Students’ pronunciation, stress and intonation are comprehensible but carry elements of home language pronunciation.",Listening and Speaking,"carry,comprehensible,elements,home,intonation,language,pronunciation,stress,students’","VC2EALBLL10,VC2EALBLL15,VC2EALBLL01,VC2EALBLL02,VC2EALBLL11",High
English,English as an Additional Language,Level BL,VC2EALBLASC12,"They use some basic communication strategies, such as asking for repetition, and by questioning to check, clarify or confirm understanding.",Listening and Speaking,"asking,basic,check,clarify,communication,confirm,questioning,repetition,some,strategies,understanding","VC2EALBLL10,VC2EALBLL11,VC2EALBLL13,VC2EALBLL15,VC2EALBLL01",High
English,English as an Additional Language,Level BL,VC2EALBLASC13,"They use some basic strategies to initiate and sustain simple conversations in English, including restating, repeating or re-pronouncing as appropriate.",Listening and Speaking,"appropriate,basic,conversations,english,initiate,re-pronouncing,repeating,restating,simple,some,strategies,sustain","VC2EALBLL01,VC2EALBLL05,VC2EALBLL07,VC2EALBLL10,VC2EALBLL11",High
English,English as an Additional Language,Level BL,VC2EALBLASC14,"Students read a variety of short, simple, familiar, repetitive fiction and everyday texts in print and digital form, including visual, multimodal and interactive texts.",Reading and Viewing,"digital,everyday,familiar,fiction,form,interactive,multimodal,print,read,repetitive,short,simple,texts,variety,visual","VC2EALBLR02,VC2EALBLR03,VC2EALBLR16,VC2EALBLR01,VC2EALBLR06",High
English,English as an Additional Language,Level BL,VC2EALBLASC15,They complete basic structured activities for the texts they read.,Reading and Viewing,"activities,basic,complete,read,structured,texts","VC2EALBLR02,VC2EALBLR06,VC2EALBLR16,VC2EALBLR01,VC2EALBLR11",High
English,English as an Additional Language,Level BL,VC2EALBLASC16,"Students retell simple, familiar stories, and sequence a process using simple sentences and pictures.",Reading and Viewing,"familiar,pictures,process,retell,sentences,sequence,simple,stories","VC2EALBLR04,VC2EALBLR07,VC2EALBLR01,VC2EALBLR16,VC2EALBLW06",High
English,English as an Additional Language,Level BL,VC2EALBLASC17,They understand that texts are written for a variety of purposes.,Reading and Viewing,"purposes,texts,understand,variety,written","VC2EALBLR05,VC2EALBLR01,VC2EALBLR06,VC2EALBLR13,VC2EALBLR16",High
English,English as an Additional Language,Level BL,VC2EALBLASC18,They understand the basic phoneme–grapheme correspondences of English.,Reading and Viewing,"basic,correspondences,english,phoneme–grapheme,understand","VC2EALBLR06,VC2EALBLR11,VC2EALBLR13,VC2EALBLR01,VC2EALBLR05",High
English,English as an Additional Language,Level BL,VC2EALBLASC19,Students read some familiar words and phrases in context.,Reading and Viewing,"context,familiar,phrases,read,some,words","VC2EALBLR10,VC2EALBLR01,VC2EALBLR16,VC2EALBLR14,VC2EALBLR15",High
English,English as an Additional Language,Level BL,VC2EALBLASC20,"They recognise, name and know the sounds related to all letters and some common letter groups.",Reading and Viewing,"common,groups,know,letter,letters,name,recognise,related,some,sounds","VC2EALBLR11,VC2EALBLR12,VC2EALBLR10,VC2EALBLL10,VC2EALBLR06",High
English,English as an Additional Language,Level BL,VC2EALBLASC21,"They recognise that meaning is carried by intonation, and they listen for key words and for repetition of words and phrases in texts read aloud.",Reading and Viewing,"aloud,carried,intonation,listen,meaning,phrases,read,recognise,repetition,texts,words","VC2EALBLR16,VC2EALBLR10,VC2EALBLR13,VC2EALBLR11,VC2EALBLR12",High
English,English as an Additional Language,Level BL,VC2EALBLASC22,They focus on illustrations and other non-written features when reading.,Reading and Viewing,"features,focus,illustrations,non-written,other,reading,when","VC2EALBLR10,VC2EALBLR16,VC2EALBLR01,VC2EALBLR02,VC2EALBLR06",High
English,English as an Additional Language,Level BL,VC2EALBLASC23,They use vocabulary lists and simple pictorial and bilingual dictionaries to assist them to read unfamiliar words.,Reading and Viewing,"assist,bilingual,dictionaries,lists,pictorial,read,simple,unfamiliar,vocabulary,words","VC2EALBLR15,VC2EALBLR13,VC2EALBLR01,VC2EALBLR16,VC2EALBLR02",High
English,English as an Additional Language,Level BL,VC2EALBLASC24,"Students communicate their ideas and experiences simply through written, drawn, copied or dictated texts.",Writing,"communicate,copied,dictated,drawn,experiences,ideas,simply,texts,written","VC2EALBLW03,VC2EALBLW05,VC2EALBLW04,VC2EALBLW06,VC2EALBLW01",High
English,English as an Additional Language,Level BL,VC2EALBLASC25,They contribute to whole-class or small-group shared writing activities.,Writing,"activities,contribute,shared,small-group,whole-class,writing","VC2EALBLW15,VC2EALBLW04,VC2EALBLW01,VC2EALBLW02,VC2EALBLW03",High
English,English as an Additional Language,Level BL,VC2EALBLASC26,"They understand that written texts in English comprise specific conventions, which change according to context and purpose.",Writing,"according,change,comprise,context,conventions,english,purpose,specific,texts,understand,written","VC2EALBLW12,VC2EALBLR05,VC2EALBLW05,VC2EALBLW13,VC2EALBLR06",High
English,English as an Additional Language,Level BL,VC2EALBLASC27,"They write simple sequenced descriptions, recounts and procedures, following models.",Writing,"descriptions,following,models,procedures,recounts,sequenced,simple,write","VC2EALBLW02,VC2EALBLW04,VC2EALBLW05,VC2EALBLW13,VC2EALBLW03",High
English,English as an Additional Language,Level BL,VC2EALBLASC28,They write or draw for specific audiences.,Writing,"audiences,draw,specific,write","VC2EALBLW04,VC2EALBLW02,VC2EALBLW03,VC2EALBLW05,VC2EALBLW09",High
English,English as an Additional Language,Level BL,VC2EALBLASC29,"Students engage in a variety of writing activities where they develop ideas with peers, seek feedback from teachers and use model texts to inform their own writing.",Writing,"activities,develop,engage,feedback,ideas,inform,model,peers,seek,teachers,texts,variety,where,writing","VC2EALBLW06,VC2EALBLW02,VC2EALBLW05,VC2EALBLW12,VC2EALBLW15",High
English,English as an Additional Language,Level BL,VC2EALBLASC30,Students’ writing reflects the text structures and linguistic features of their spoken language.,Writing,"features,language,linguistic,reflects,spoken,structures,students’,text,writing","VC2EALBLW15,VC2EALBLW01,VC2EALBLW02,VC2EALBLW03,VC2EALBLW05",High
English,English as an Additional Language,Level BL,VC2EALBLASC31,"They link ideas using common conjunctions, and understand the purpose of basic punctuation and use it in their texts.",Writing,"basic,common,conjunctions,ideas,link,punctuation,purpose,texts,understand","VC2EALBLW06,VC2EALBLW12,VC2EALBLR05,VC2EALBLW05,VC2EALBLW11",High
English,English as an Additional Language,Level BL,VC2EALBLASC32,"They demonstrate knowledge of some English phoneme–grapheme correspondences and spelling of high-frequency words, and show evidence of some planning.",Writing,"correspondences,demonstrate,english,evidence,high-frequency,knowledge,phoneme–grapheme,planning,show,some,spelling,words","VC2EALBLW10,VC2EALBLW09,VC2EALBLW13,VC2EALBLW02,VC2EALBLW12",High
English,English as an Additional Language,Level BL,VC2EALBLASC33,"They model their writing on shared writing activities and published texts, and use some basic strategies, such as copying words or phrases from lists, using images and asking how to write a word.",Writing,"activities,asking,basic,copying,images,lists,model,phrases,published,shared,some,strategies,texts,word,words,write,writing","VC2EALBLW12,VC2EALBLW02,VC2EALBLR16,VC2EALBLW01,VC2EALBLW05",High
English,English as an Additional Language,Level BL,VC2EALBLASC34,They begin to form letters and place text appropriately.,Writing,"appropriately,begin,form,letters,place,text","VC2EALBLW11,VC2EALBLW12,VC2EALBLW01,VC2EALBLW02,VC2EALBLW03",High
English,English as an Additional Language,Level BL,VC2EALBLASC35,They copy and write texts using digital tools.,Writing,"copy,digital,texts,tools,write","VC2EALBLW05,VC2EALBLW13,VC2EALBLW12,VC2EALBLW01,VC2EALBLW02",High
English,English as an Additional Language,Level B1,VC2EALB1ASC01,"By the end of Level B1, students demonstrate the following skills in English as an Additional Language.",,"additional,demonstrate,english,following,language,level,skills",,High
English,English as an Additional Language,Level B1,VC2EALB1ASC02,"Students communicate verbally and non-verbally in routine and familiar social and classroom situations, supported by cues in the immediate context.",Listening and Speaking,"classroom,communicate,context,cues,familiar,immediate,non-verbally,routine,situations,social,supported,verbally","VC2EALB1L03,VC2EALB1L12,VC2EALB1L09,VC2EALB1L05,VC2EALB1L15",High
English,English as an Additional Language,Level B1,VC2EALB1ASC03,"They use formulas, well-rehearsed and common sentence patterns, and short, simple utterances to contribute relatively complex ideas, usually about concrete subject matter.",Listening and Speaking,"about,common,complex,concrete,contribute,formulas,ideas,matter,patterns,relatively,sentence,short,simple,subject,usually,utterances,well-rehearsed","VC2EALB1W05,VC2EALB1W06,VC2EALB1L03,VC2EALB1L05,VC2EALB1L02",High
English,English as an Additional Language,Level B1,VC2EALB1ASC04,"Students follow simple instructions, answer predictable questions, make basic requests and express their needs using simple sentences.",Listening and Speaking,"answer,basic,express,follow,instructions,make,needs,predictable,questions,requests,sentences,simple","VC2EALB1L03,VC2EALB1L13,VC2EALB1L02,VC2EALB1L07,VC2EALB1L11",High
English,English as an Additional Language,Level B1,VC2EALB1ASC05,"They understand that English changes according to context and audience, and they modify their use of English in response to a range of familiar classroom and social purposes.",Listening and Speaking,"according,audience,changes,classroom,context,english,familiar,modify,purposes,range,response,social,understand","VC2EALB1L03,VC2EALB1L12,VC2EALB1L07,VC2EALB1L13,VC2EALB1L14",High
English,English as an Additional Language,Level B1,VC2EALB1ASC06,They use appropriate social formulas and non-verbal language.,Listening and Speaking,"appropriate,formulas,language,non-verbal,social","VC2EALB1L03,VC2EALB1L12,VC2EALB1L01,VC2EALB1L11,VC2EALB1L15",High
English,English as an Additional Language,Level B1,VC2EALB1ASC07,Their utterances are characterised by varying grammatical accuracy.,Listening and Speaking,"accuracy,characterised,grammatical,utterances,varying","VC2EALB1L01,VC2EALB1L05,VC2EALB1L02,VC2EALB1L03,VC2EALB1L04",High
English,English as an Additional Language,Level B1,VC2EALB1ASC08,They use common adjectives and adverbs to describe or add emphasis.,Listening and Speaking,"adjectives,adverbs,common,describe,emphasis","VC2EALB1L03,VC2EALB1L05,VC2EALB1L06,VC2EALB1L07,VC2EALB1L08",High
English,English as an Additional Language,Level B1,VC2EALB1ASC09,"They use basic communication strategies, asking for repetition and questioning to clarify and confirm understanding.",Listening and Speaking,"asking,basic,clarify,communication,confirm,questioning,repetition,strategies,understanding","VC2EALB1L13,VC2EALB1L03,VC2EALB1L07,VC2EALB1L14,VC2EALB1L11",High
English,English as an Additional Language,Level B1,VC2EALB1ASC10,They restate their ideas and repeat or re-pronounce key words when necessary.,Listening and Speaking,"ideas,necessary,re-pronounce,repeat,restate,when,words","VC2EALB1L13,VC2EALB1L03,VC2EALB1L05,VC2EALB1L07,VC2EALB1L10",High
English,English as an Additional Language,Level B1,VC2EALB1ASC11,"Students read short, familiar print and digital texts, including visual, multimodal and interactive texts, that use simple language structures and features, common vocabulary and familiar contexts.",Reading and Viewing,"common,contexts,digital,familiar,features,interactive,language,multimodal,print,read,short,simple,structures,texts,visual,vocabulary","VC2EALB1R03,VC2EALB1R01,VC2EALB1W12,VC2EALB1R10,VC2EALB1R11",High
English,English as an Additional Language,Level B1,VC2EALB1ASC12,"They retell simple stories, predict likely outcomes, sequence ideas and complete basic comprehension activities.",Reading and Viewing,"activities,basic,complete,comprehension,ideas,likely,outcomes,predict,retell,sequence,simple,stories","VC2EALB1R07,VC2EALB1R01,VC2EALB1R03,VC2EALB1R04,VC2EALB1R06",High
English,English as an Additional Language,Level B1,VC2EALB1ASC13,Students understand the basic purposes of texts and choose texts appropriate for their purpose.,Reading and Viewing,"appropriate,basic,choose,purpose,purposes,texts,understand","VC2EALB1R06,VC2EALB1R01,VC2EALB1R05,VC2EALB1R08,VC2EALB1R14",High
English,English as an Additional Language,Level B1,VC2EALB1ASC14,"With support, they read and gather basic information from simple, accessible texts.",Reading and Viewing,"accessible,basic,gather,information,read,simple,support,texts","VC2EALB1R02,VC2EALB1R03,VC2EALB1R06,VC2EALB1R08,VC2EALB1R14",High
English,English as an Additional Language,Level B1,VC2EALB1ASC15,"When reading, students combine their basic knowledge of English phoneme–grapheme correspondences, their developing spoken and sight vocabulary, their knowledge of the conventions of text organisation and their knowledge of English grammar.",Reading and Viewing,"basic,combine,conventions,correspondences,developing,english,grammar,knowledge,organisation,phoneme–grapheme,reading,sight,spoken,text,vocabulary,when","VC2EALB1R11,VC2EALB1R06,VC2EALB1R15,VC2EALB1R01,VC2EALB1R05",High
English,English as an Additional Language,Level B1,VC2EALB1ASC16,"They use appropriate intonation and phrasing when reading aloud, showing an understanding of a text’s meaning and the function of basic punctuation.",Reading and Viewing,"aloud,appropriate,basic,function,intonation,meaning,phrasing,punctuation,reading,showing,text’s,understanding,when","VC2EALB1R11,VC2EALB1R12,VC2EALB1R15,VC2EALB1R16,VC2EALB1R06",High
English,English as an Additional Language,Level B1,VC2EALB1ASC17,"They demonstrate understanding of a narrow range of text organisational features including headings, labels, diagrams and contents pages.",Reading and Viewing,"contents,demonstrate,diagrams,features,headings,labels,narrow,organisational,pages,range,text,understanding","VC2EALB1R03,VC2EALB1R06,VC2EALB1R01,VC2EALB1R04,VC2EALB1R05",High
English,English as an Additional Language,Level B1,VC2EALB1ASC18,Students write and present simple texts for a variety of basic classroom and personal purposes.,Writing,"basic,classroom,personal,present,purposes,simple,texts,variety,write","VC2EALB1W02,VC2EALB1W12,VC2EALB1W01,VC2EALB1W03,VC2EALB1W05",High
English,English as an Additional Language,Level B1,VC2EALB1ASC19,"With support, they communicate familiar ideas, events and experiences, writing simple narratives, recounts, descriptions and reports.",Writing,"communicate,descriptions,events,experiences,familiar,ideas,narratives,recounts,reports,simple,support,writing","VC2EALB1W03,VC2EALB1W04,VC2EALB1W01,VC2EALB1W05,VC2EALB1W12",High
English,English as an Additional Language,Level B1,VC2EALB1ASC20,"They use some of the basic structures and features common to these text types, demonstrating a growing awareness that purpose influences the way texts are written and presented.",Writing,"awareness,basic,common,demonstrating,features,growing,influences,presented,purpose,some,structures,text,texts,types,written","VC2EALB1R05,VC2EALB1R06,VC2EALB1W06,VC2EALB1W12,VC2EALB1W01",High
English,English as an Additional Language,Level B1,VC2EALB1ASC21,Students’ written texts incorporate the basic grammatical features of their spoken English.,Writing,"basic,english,features,grammatical,incorporate,spoken,students’,texts,written","VC2EALB1W12,VC2EALB1W10,VC2EALB1W13,VC2EALB1R06,VC2EALB1R08",High
English,English as an Additional Language,Level B1,VC2EALB1ASC22,They spell some common and familiar words accurately and make plausible attempts to spell unfamiliar words using known English phoneme–grapheme correspondences.,Writing,"accurately,attempts,common,correspondences,english,familiar,known,make,phoneme–grapheme,plausible,some,spell,unfamiliar,words","VC2EALB1W10,VC2EALB1R11,VC2EALB1W14,VC2EALB1L03,VC2EALB1R10",High
English,English as an Additional Language,Level B1,VC2EALB1ASC23,"They use simple strategies for spelling words, such as checking vocabulary lists or books.",Writing,"books,checking,lists,simple,spelling,strategies,vocabulary,words","VC2EALB1W13,VC2EALB1W10,VC2EALB1W04,VC2EALB1W05,VC2EALB1W09",High
English,English as an Additional Language,Level B1,VC2EALB1ASC24,"With support, they plan and edit their texts, providing additional information through visual images.",Writing,"additional,edit,images,information,plan,providing,support,texts,visual","VC2EALB1R03,VC2EALB1W02,VC2EALB1W04,VC2EALB1W05,VC2EALB1R02",High
English,English as an Additional Language,Level B1,VC2EALB1ASC25,They use a range of digital tools to write and present their texts.,Writing,"digital,present,range,texts,tools,write","VC2EALB1W03,VC2EALB1W05,VC2EALB1W02,VC2EALB1W12,VC2EALB1W01",High
English,English as an Additional Language,Level B2,VC2EALB2ASC01,"By the end of Level B2, students demonstrate the following skills in English as an Additional Language.",,"additional,demonstrate,english,following,language,level,skills",,High
English,English as an Additional Language,Level B2,VC2EALB2ASC02,Students communicate in English in predictable social and learning situations.,Listening and Speaking,"communicate,english,learning,predictable,situations,social","VC2EALB2L12,VC2EALB2L03,VC2EALB2L04,VC2EALB2L10,VC2EALB2L01",High
English,English as an Additional Language,Level B2,VC2EALB2ASC03,They understand some de-contextualised English and express simple messages in basic English.,Listening and Speaking,"basic,de-contextualised,english,express,messages,simple,some,understand","VC2EALB2L13,VC2EALB2L05,VC2EALB2L07,VC2EALB2L08,VC2EALB2L12",High
English,English as an Additional Language,Level B2,VC2EALB2ASC04,"They negotiate simple transactions and ask and answer simple questions on familiar topics, using familiar response structures.",Listening and Speaking,"answer,familiar,negotiate,questions,response,simple,structures,topics,transactions","VC2EALB2L03,VC2EALB2L02,VC2EALB2L01,VC2EALB2L05,VC2EALB2L15",High
English,English as an Additional Language,Level B2,VC2EALB2ASC05,"Students identify and describe people, places and things using simple vocabulary.",Listening and Speaking,"describe,identify,people,places,simple,things,vocabulary","VC2EALB2L08,VC2EALB2L09,VC2EALB2L12,VC2EALB2L13,VC2EALB2L05",High
English,English as an Additional Language,Level B2,VC2EALB2ASC06,They describe a series of events or actions using some detail.,Listening and Speaking,"actions,describe,detail,events,series,some","VC2EALB2L08,VC2EALB2L01,VC2EALB2L03,VC2EALB2L09,VC2EALB2L10",High
English,English as an Additional Language,Level B2,VC2EALB2ASC07,They initiate and manage interactions appropriately in a range of familiar contexts.,Listening and Speaking,"appropriately,contexts,familiar,initiate,interactions,manage,range","VC2EALB2L03,VC2EALB2L01,VC2EALB2L02,VC2EALB2L07,VC2EALB2L08",High
English,English as an Additional Language,Level B2,VC2EALB2ASC08,"They understand instructions, recounts and explanations when contextually supported.",Listening and Speaking,"contextually,explanations,instructions,recounts,supported,understand,when","VC2EALB2L05,VC2EALB2L03,VC2EALB2L07,VC2EALB2L13,VC2EALB2L14",High
English,English as an Additional Language,Level B2,VC2EALB2ASC09,They use simple English with varying degrees of grammatical accuracy.,Listening and Speaking,"accuracy,degrees,english,grammatical,simple,varying","VC2EALB2L04,VC2EALB2L07,VC2EALB2L08,VC2EALB2L12,VC2EALB2L13",High
English,English as an Additional Language,Level B2,VC2EALB2ASC10,"They combine known formulaic responses, learnt grammatical features and new vocabulary to construct new utterances.",Listening and Speaking,"combine,construct,features,formulaic,grammatical,known,learnt,responses,utterances,vocabulary","VC2EALB2L13,VC2EALB2L05,VC2EALB2L09,VC2EALB2L10,VC2EALB2L11",High
English,English as an Additional Language,Level B2,VC2EALB2ASC11,"They use basic time and sequence markers, and simple negative forms.",Listening and Speaking,"basic,forms,markers,negative,sequence,simple,time","VC2EALB2L06,VC2EALB2L08,VC2EALB2L04,VC2EALB2L07,VC2EALB2L03",High
English,English as an Additional Language,Level B2,VC2EALB2ASC12,They use verb endings with some consistency.,Listening and Speaking,"consistency,endings,some,verb","VC2EALB2L07,VC2EALB2L08,VC2EALB2W07,VC2EALB2L03,VC2EALB2L11",High
English,English as an Additional Language,Level B2,VC2EALB2ASC13,They use some of the terminology of new topics in their utterances.,Listening and Speaking,"some,terminology,topics,utterances","VC2EALB2L03,VC2EALB2L08,VC2EALB2L01,VC2EALB2L02,VC2EALB2L04",High
English,English as an Additional Language,Level B2,VC2EALB2ASC14,They pronounce familiar words comprehensibly.,Listening and Speaking,"comprehensibly,familiar,pronounce,words","VC2EALB2L02,VC2EALB2L13,VC2EALB2L01,VC2EALB2L03,VC2EALB2L08",High
English,English as an Additional Language,Level B2,VC2EALB2ASC15,They employ familiar strategies to sustain and enhance communication in English.,Listening and Speaking,"communication,employ,english,enhance,familiar,strategies,sustain","VC2EALB2L11,VC2EALB2L13,VC2EALB2L01,VC2EALB2L02,VC2EALB2L03",High
English,English as an Additional Language,Level B2,VC2EALB2ASC16,"Students read familiar and unfamiliar print and digital texts, including visual, multimodal and interactive texts, that contain predictable structures and familiar vocabulary.",Reading and Viewing,"contain,digital,familiar,interactive,multimodal,predictable,print,read,structures,texts,unfamiliar,visual,vocabulary","VC2EALB2R14,VC2EALB2R02,VC2EALB2R08,VC2EALB2R10,VC2EALB2R11",High
English,English as an Additional Language,Level B2,VC2EALB2ASC17,Students follow simple written instructions and respond to simple written questions.,Reading and Viewing,"follow,instructions,questions,respond,simple,written","VC2EALB2R02,VC2EALB2L03,VC2EALB2R01,VC2EALB2R09,VC2EALB2R16",High
English,English as an Additional Language,Level B2,VC2EALB2ASC18,They identify the main purposes of a range of texts and recognise the basic features of common text types.,Reading and Viewing,"basic,common,features,identify,main,purposes,range,recognise,text,texts,types","VC2EALB2L05,VC2EALB2W12,VC2EALB2R01,VC2EALB2R06,VC2EALB2R08",High
English,English as an Additional Language,Level B2,VC2EALB2ASC19,They use their developing vocabulary and their knowledge of sentence structure and English phoneme–grapheme correspondences to predict and self-correct.,Reading and Viewing,"correspondences,developing,english,knowledge,phoneme–grapheme,predict,self-correct,sentence,structure,vocabulary","VC2EALB2R04,VC2EALB2R11,VC2EALB2W12,VC2EALB2L13,VC2EALB2R14",High
English,English as an Additional Language,Level B2,VC2EALB2ASC20,"They modify intonation to distinguish questions, exclamations and dialogueue when reading aloud.",Reading and Viewing,"aloud,dialogueue,distinguish,exclamations,intonation,modify,questions,reading,when","VC2EALB2R05,VC2EALB2R12,VC2EALB2R11,VC2EALB2R16,VC2EALB2R04",High
English,English as an Additional Language,Level B2,VC2EALB2ASC21,They follow logical relationships between events and ideas expressed by common cohesive devices.,Reading and Viewing,"between,cohesive,common,devices,events,expressed,follow,ideas,logical,relationships","VC2EALB2R07,VC2EALB2R04,VC2EALB2R06,VC2EALB2R16,VC2EALB2R02",High
English,English as an Additional Language,Level B2,VC2EALB2ASC22,They sequence sentences from known texts or a text on a familiar topic or experience.,Reading and Viewing,"experience,familiar,known,sentences,sequence,text,texts,topic","VC2EALB2R01,VC2EALB2R13,VC2EALB2R14,VC2EALB2L02,VC2EALB2L03",High
English,English as an Additional Language,Level B2,VC2EALB2ASC23,They use simple strategies to assess text difficulty and to choose new texts to read.,Reading and Viewing,"assess,choose,difficulty,read,simple,strategies,text,texts","VC2EALB2R14,VC2EALB2R16,VC2EALB2R01,VC2EALB2R02,VC2EALB2R04",High
English,English as an Additional Language,Level B2,VC2EALB2ASC24,Students write for a range of purposes on familiar topics.,Writing,"familiar,purposes,range,topics,write","VC2EALB2W12,VC2EALB2W02,VC2EALB2W08,VC2EALB2W10,VC2EALB2L03",High
English,English as an Additional Language,Level B2,VC2EALB2ASC25,"They write simple, organised texts that demonstrate the use of specific vocabulary and simple sentence structures.",Writing,"demonstrate,organised,sentence,simple,specific,structures,texts,vocabulary,write","VC2EALB2W05,VC2EALB2W12,VC2EALB2W13,VC2EALB2L13,VC2EALB2W01",High
English,English as an Additional Language,Level B2,VC2EALB2ASC26,"Their writing demonstrates their understanding of the purposes, structures and features of common text types.",Writing,"common,demonstrates,features,purposes,structures,text,types,understanding,writing","VC2EALB2W12,VC2EALB2W02,VC2EALB2L05,VC2EALB2W09,VC2EALB2W10",High
English,English as an Additional Language,Level B2,VC2EALB2ASC27,Students’ written texts include basic information and simple detail.,Writing,"basic,detail,include,information,simple,students’,texts,written","VC2EALB2W12,VC2EALB2W01,VC2EALB2W02,VC2EALB2W04,VC2EALB2W05",High
English,English as an Additional Language,Level B2,VC2EALB2ASC28,"Students use common conjunctions to link ideas, and use pronoun references with some noun–pronoun agreement.",Writing,"agreement,common,conjunctions,ideas,link,noun–pronoun,pronoun,references,some","VC2EALB2W06,VC2EALB2W07,VC2EALB2W12,VC2EALB2W13,VC2EALB2R11",High
English,English as an Additional Language,Level B2,VC2EALB2ASC29,"They use simple phrases to express basic comparisons, and use some basic punctuation with consistency.",Writing,"basic,comparisons,consistency,express,phrases,punctuation,simple,some","VC2EALB2W07,VC2EALB2L08,VC2EALB2W13,VC2EALB2L07,VC2EALB2W01",High
English,English as an Additional Language,Level B2,VC2EALB2ASC30,They make plausible attempts to spell unfamiliar words using known English phoneme–grapheme correspondences.,Writing,"attempts,correspondences,english,known,make,phoneme–grapheme,plausible,spell,unfamiliar,words","VC2EALB2W10,VC2EALB2R11,VC2EALB2W15,VC2EALB2W13,VC2EALB2W14",High
English,English as an Additional Language,Level B2,VC2EALB2ASC31,"They use a range of strategies for spelling words, including checking vocabulary lists and keeping a personal dictionary.",Writing,"checking,dictionary,keeping,lists,personal,range,spelling,strategies,vocabulary,words","VC2EALB2W13,VC2EALB2R15,VC2EALB2W14,VC2EALB2R14,VC2EALB2W09",High
English,English as an Additional Language,Level B2,VC2EALB2ASC32,They write new sentences using known sentence structures.,Writing,"known,sentence,sentences,structures,write","VC2EALB2W05,VC2EALB2W06,VC2EALB2W10,VC2EALB2W12,VC2EALB2W01",High
English,English as an Additional Language,Level B2,VC2EALB2ASC33,"They draw on their knowledge of the writing process to plan and write simple texts and, with support, redraft them.",Writing,"draw,knowledge,plan,process,redraft,simple,support,texts,write,writing","VC2EALB2W12,VC2EALB2W02,VC2EALB2W13,VC2EALB2W01,VC2EALB2W10",High
English,English as an Additional Language,Level B2,VC2EALB2ASC34,"They use a range of digital tools to write, edit and present their texts.",Writing,"digital,edit,present,range,texts,tools,write","VC2EALB2W02,VC2EALB2W01,VC2EALB2W04,VC2EALB2W12,VC2EALB2W03",High
English,English as an Additional Language,Level B3,VC2EALB3ASC01,"By the end of Level B3, students demonstrate the following skills in English as an Additional Language.",,"additional,demonstrate,english,following,language,level,skills",,High
English,English as an Additional Language,Level B3,VC2EALB3ASC02,Students appropriately respond to and use the structures and features of spoken English in a variety of familiar formal and informal contexts.,Listening and Speaking,"appropriately,contexts,english,familiar,features,formal,informal,respond,spoken,structures,variety","VC2EALB3L02,VC2EALB3L05,VC2EALB3L12,VC2EALB3L04,VC2EALB3R13",High
English,English as an Additional Language,Level B3,VC2EALB3ASC03,"They demonstrate awareness of the register requirements such as tone, formality of language, vocabulary and body language of spoken English that are used when speaking for different purposes.",Listening and Speaking,"awareness,body,demonstrate,different,english,formality,language,purposes,register,requirements,speaking,spoken,tone,used,vocabulary,when","VC2EALB3L12,VC2EALB3L13,VC2EALB3L14,VC2EALB3L11,VC2EALB3R13",High
English,English as an Additional Language,Level B3,VC2EALB3ASC04,"They understand the essential meaning of unfamiliar topics expressed in familiar spoken English, and extract specific information from spoken texts.",Listening and Speaking,"english,essential,expressed,extract,familiar,information,meaning,specific,spoken,texts,topics,understand,unfamiliar","VC2EALB3L14,VC2EALB3R15,VC2EALB3W14,VC2EALB3L02,VC2EALB3L13",High
English,English as an Additional Language,Level B3,VC2EALB3ASC05,They use appropriate sequence markers and consistently use the most common irregular past tenses.,Listening and Speaking,"appropriate,common,consistently,irregular,markers,most,past,sequence,tenses","VC2EALB3L07,VC2EALB3L06,VC2EALB3L02,VC2EALB3L03,VC2EALB3L05",High
