Band,Subject,Text,Strand,Keywords,LinkedContentCodes,ConfidenceScore
Level 5,Mathematics,"By the end of Level 5, students use place value to write and order decimals including decimals greater than one.",Number and Computation,"decimal,decimals,greater,including,level,order,place,students,than,value,write","VC2M5N01,VC2M5N04,VC2M5N07,VC2M5N03,VC2M5N08,VC2M5N09",High
Level 5,Mathematics,They express natural numbers as products of factors and identify multiples and divisors.,Number and Computation,"divisors,express,factors,identify,multiples,natural,number,numbers,products,they","VC2M5N02,VC2M5N03,VC2M5N06,VC2M5N10,VC2M5A02,VC2M5A01",High
Level 5,Mathematics,"Students order and represent, add and subtract fractions with the same or related denominators.",Number and Computation,"denominators,fraction,fractions,order,related,represent,same,students,subtract","VC2M5N05,VC2M5N03,VC2M5N04,VC2M5N01,VC2M5ST01,VC2M5N07",High
Level 5,Mathematics,They represent common percentages and connect them to their fraction and decimal equivalents.,Number and Computation,"common,connect,decimal,equivalents,fraction,percentages,represent,their,them,they","VC2M5N04,VC2M5N01,VC2M5N03,VC2M5N07,VC2M5N05,VC2M5ST01",High
Level 5,Mathematics,Students use their proficiency with multiplication facts and efficient mental and written calculation strategies to multiply large numbers by one- and two-digit numbers and divide by one-digit numbers.,Number and Computation,"calculation,digit,divide,efficient,facts,large,mental,multiplication,multiply,number,numbers,proficiency,strategies,students,their,written","VC2M5N06,VC2M5N09,VC2M5N07,VC2M5N02,VC2M5N03,VC2M5A01",High
Level 5,Mathematics,They check the reasonableness of their calculations using estimation.,Mathematical Reasoning,"calculations,check,estimation,reasonableness,their,they,using","VC2M5N08,VC2M5N06,VC2M5SP01,VC2M5M04,VC2M5P02,VC2M5N01",High
Level 5,Mathematics,"Students use mathematical modelling to solve financial and other practical problems, formulating and solving problems, choosing arithmetic operations and interpreting results in terms of the situation.",Number and Computation,"arithmetic,choosing,financial,formulating,interpreting,mathematical,modelling,operations,other,practical,problems,results,solve,solving,students","VC2M5N09,VC2M5N07,VC2M5N08,VC2M5N06,VC2M5N05,VC2M5M02",High
Level 5,Mathematics,Students apply properties of numbers and operations to find unknown values in numerical equations involving multiplication and division.,Number and Computation,"apply,division,equation,equations,find,involving,multiplication,number,numbers,numerical,operations,properties,students,unknown,values","VC2M5A02,VC2M5N06,VC2M5A01,VC2M5N02,VC2M5N03,VC2M5N07",High
Level 5,Mathematics,They design and use algorithms to identify and explain patterns in the factors and multiples of numbers.,Number and Computation,"algorithm,algorithms,design,explain,factors,identify,multiples,number,numbers,pattern,patterns,they","VC2M5N10,VC2M5N02,VC2M5A01,VC2M5N03,VC2M5N06,VC2M5A02",High
Level 5,Mathematics,"Students choose and use appropriate metric units to measure the attributes of length, mass and capacity, and to solve problems involving perimeter and area.",Measurement,"appropriate,area,attributes,capacity,choose,involving,length,mass,measure,metric,perimeter,problems,solve,students,units","VC2M5M01,VC2M5M02,VC2M5M03,VC2M5N06,VC2M5N07,VC2M5N09",High
Level 5,Mathematics,Students convert between 12- and 24-hour time.,Measurement,"between,convert,hour,students,time","VC2M5M03,VC2M5ST02",High
Level 5,Mathematics,"They estimate, construct and measure angles in degrees.",Measurement,"angle,angles,construct,degrees,estimate,measure,they","VC2M5M04,VC2M5M01,VC2M5P02,VC2M5N08",High
Level 5,Mathematics,Students connect objects to their two-dimensional nets.,Space and Geometry,"connect,dimensional,nets,objects,students,their","VC2M5SP01,VC2M5M01,VC2M5N04,VC2M5N02,VC2M5P02",High
Level 5,Mathematics,Students use grid coordinates to locate and move positions.,Algebra and Patterns,"coordinates,grid,locate,move,positions,students",VC2M5SP02,High
Level 5,Mathematics,They perform and describe the results of transformations and identify any symmetries.,Space and Geometry,"describe,identify,perform,results,symmetries,they,transformations","VC2M5SP03,VC2M5N10,VC2M5N04,VC2M5N07,VC2M5SP02,VC2M5P02",High
Level 5,Mathematics,Students plan and conduct statistical investigations that collect nominal and ordinal categorical and discrete numerical data with and without digital tools.,Number and Computation,"categorical,collect,conduct,data,digital,discrete,investigations,nominal,numerical,ordinal,plan,statistical,students,tools,without","VC2M5ST01,VC2M5ST03,VC2M5N10,VC2M5N06,VC2M5N07,VC2M5N09",High
Level 5,Mathematics,Students identify the mode and interpret the shape of distributions of data in context.,Space and Geometry,"context,data,distributions,identify,interpret,mode,shape,students","VC2M5ST01,VC2M5ST03,VC2M5N07,VC2M5N10,VC2M5N01,VC2M5N09",High
Level 5,Mathematics,They interpret and compare data represented in line graphs.,Algebra and Patterns,"compare,data,graph,graphs,interpret,line,represent,represented,they","VC2M5ST02,VC2M5N01,VC2M5N03,VC2M5ST03,VC2M5N04,VC2M5ST01",High
Level 5,Mathematics,"Students conduct repeated chance experiments, list the possible outcomes, estimate likelihoods and make comparisons between those with and without equally likely outcomes.",Statistics and Probability,"between,chance,comparisons,conduct,equally,estimate,experiments,likelihoods,list,make,outcomes,possible,repeated,students,without","VC2M5P02,VC2M5P01,VC2M5N01,VC2M5N03,VC2M5M03,VC2M5M04",High
Level 6,Mathematics,"By the end of Level 6, students use integers to represent points on a number line and on the Cartesian plane.",Number and Computation,"cartesian,integers,level,line,number,plane,points,represent,students","VC2M6N01,VC2M6N03,VC2M6N02,VC2M6N08,VC2M6N09,VC2M6A01",High
Level 6,Mathematics,"They solve problems using the properties of prime, composite, square and triangular numbers.",Number and Computation,"composite,number,numbers,prime,problems,properties,solve,square,they,triangular,using","VC2M6N02,VC2M6N09,VC2M6N08,VC2M6N05,VC2M6N07,VC2M6A02",High
Level 6,Mathematics,"Students order common fractions, giving reasons, and add and subtract fractions with related denominators.",Number and Computation,"common,denominators,fraction,fractions,giving,order,reasons,related,students,subtract","VC2M6N04,VC2M6N05,VC2M6N03,VC2M6N06,VC2M6N07,VC2M6P01",High
Level 6,Mathematics,They use all 4 operations with decimals and connect decimal representations of measurements to the metric system.,Number and Computation,"connect,decimal,decimals,measurement,measurements,metric,operations,represent,representations,system,they","VC2M6M01,VC2M6N06,VC2M6N07,VC2M6N04,VC2M6N01,VC2M6N03",High
Level 6,Mathematics,"Students solve problems involving finding a fraction, decimal or percentage of a quantity and use estimation to find approximate solutions to problems involving rational numbers and percentages.",Number and Computation,"approximate,decimal,estimation,find,finding,fraction,involving,number,numbers,percentage,problems,quantity,rational,solutions,solve,students","VC2M6N08,VC2M6N07,VC2M6N09,VC2M6P01,VC2M6N02,VC2M6N05",High
Level 6,Mathematics,"They use mathematical modelling to solve financial and other practical problems involving percentages and rational numbers, formulating and solving the problem, and justifying choices.",Number and Computation,"financial,formulating,involving,mathematical,modelling,number,numbers,other,percentages,practical,problem,problems,rational,solve,solving,they","VC2M6N09,VC2M6N08,VC2M6N02,VC2M6N07,VC2M6N01,VC2M6N03",High
Level 6,Mathematics,Students find unknown values in numerical equations involving combinations of arithmetic operations.,Number and Computation,"arithmetic,combinations,equation,equations,find,involving,numerical,operations,students,unknown,values","VC2M6A02,VC2M6SP03,VC2M6N08,VC2M6N09,VC2M6N05",High
Level 6,Mathematics,They identify and explain rules used to create growing patterns.,Algebra and Patterns,"create,explain,growing,identify,pattern,patterns,rules,they,used","VC2M6A03,VC2M6A01,VC2M6SP03",High
Level 6,Mathematics,"They design and use algorithms to generate sets of numbers, using a rule.",Number and Computation,"algorithm,algorithms,design,generate,number,numbers,rule,sets,they,using","VC2M6A03,VC2M6N08,VC2M6N09,VC2M6N02,VC2M6A01,VC2M6A02",High
Level 6,Mathematics,"Students interpret and use timetables, and measure, calculate and compare elapsed time.",Measurement,"calculate,compare,elapsed,interpret,measure,students,time,timetables","VC2M6M03,VC2M6ST01,VC2M6M01,VC2M6N03,VC2M6N09,VC2M6A03",High
Level 6,Mathematics,"They convert between common units of length, mass and capacity.",Measurement,"between,capacity,common,convert,length,mass,they,units","VC2M6M01,VC2M6M04",High
Level 6,Mathematics,They use the formula for the area of a rectangle and angle properties to solve problems.,Algebra and Patterns,"angle,area,formula,problems,properties,rectangle,solve,they","VC2M6M02,VC2M6N02,VC2M6N05,VC2M6N07,VC2M6N09,VC2M6N08",High
Level 6,Mathematics,Students identify the parallel cross-section for right prisms.,Space and Geometry,"cross,identify,parallel,prisms,right,section,students","VC2M6SP01,VC2M6N02,VC2M6A03,VC2M6M04,VC2M6ST02",High
Level 6,Mathematics,They create tessellating patterns using combinations of transformations.,Algebra and Patterns,"combinations,create,pattern,patterns,tessellating,they,transformations,using","VC2M6SP03,VC2M6A02,VC2M6A01,VC2M6A03",High
Level 6,Mathematics,They locate an ordered pair in any one of the 4 quadrants on the Cartesian plane.,Mathematical Reasoning,"cartesian,locate,ordered,pair,plane,quadrants,they","VC2M6SP02,VC2M6N01",High
Level 6,Mathematics,"Students compare distributions of discrete and continuous numerical and ordinal categorical data sets as part of their statistical investigations, using digital tools.",Number and Computation,"categorical,compare,continuous,data,discrete,distributions,investigations,numerical,ordinal,part,sets,statistical,students,their,using","VC2M6ST01,VC2M6ST03,VC2M6P02,VC2M6N03,VC2M6SP01,VC2M6ST02",High
Level 6,Mathematics,They critique arguments presented in the media based on statistics.,Statistics and Probability,"arguments,based,critique,media,presented,statistics,they",VC2M6ST02,High
Level 6,Mathematics,"Students assign probabilities using common fractions, decimals and percentages.",Number and Computation,"assign,common,decimal,decimals,fraction,fractions,percentages,probabilities,students,using","VC2M6P01,VC2M6N07,VC2M6N03,VC2M6N04,VC2M6N05,VC2M6N06",High
Level 6,Mathematics,"They conduct simulations using digital tools, to generate and record the outcomes from many trials of a chance experiment. They compare observed frequencies to the expected frequencies of the outcomes of chance experiments.",Number and Computation,"chance,compare,conduct,digital,experiment,generate,many,outcomes,record,simulations,they,tools,trials,using","VC2M6P02,VC2M6ST01,VC2M6N03,VC2M6N04,VC2M6N09,VC2M6M03",High
Level 7,Mathematics,"By the end of Level 7, students represent natural numbers in expanded form and as products of prime factors, using exponent notation.",Number and Computation,"expanded,exponent,factors,form,level,natural,notation,number,numbers,prime,products,represent,students,using","VC2M7N02,VC2M7N03,VC2M7N10,VC2M7N06,VC2M7N01,VC2M7N09",High
Level 7,Mathematics,They solve problems involving squares of numbers and square roots of perfect square numbers.,Number and Computation,"involving,number,numbers,perfect,problems,roots,solve,square,squares,they","VC2M7N01,VC2M7N10,VC2M7N06,VC2M7N08,VC2M7N09,VC2M7A03",High
Level 7,Mathematics,Students solve problems involving addition and subtraction of integers.,Number and Computation,"addition,integers,involving,problems,solve,students,subtraction","VC2M7N08,VC2M7N09,VC2M7N10,VC2M7N01,VC2M7N06,VC2M7M02",High
Level 7,Mathematics,"They use all 4 operations in calculations involving positive fractions and decimals, choosing efficient mental and written calculation strategies.",Number and Computation,"calculation,calculations,choosing,decimal,decimals,efficient,fraction,fractions,involving,mental,operations,positive,strategies,they,written","VC2M7N06,VC2M7N05,VC2M7N10,VC2M7N04,VC2M7A02,VC2M7N03",High
Level 7,Mathematics,Students choose between equivalent representations of rational numbers and percentages to assist in calculations and make simple estimates to judge the reasonableness of results.,Number and Computation,"assist,between,calculations,choose,equivalent,estimate,estimates,judge,make,number,numbers,percentages,rational,reasonableness,represent,representations,simple,students","VC2M7N10,VC2M7N03,VC2M7N02,VC2M7N04,VC2M7SP01,VC2M7N01",High
Level 7,Mathematics,"They use mathematical modelling to solve practical problems involving rational numbers, percentages and ratios in spatial, financial and other applied contexts, justifying choices of representation.",Number and Computation,"applied,financial,involving,mathematical,modelling,number,numbers,other,percentages,practical,problems,rational,ratios,represent,solve,spatial,they","VC2M7N10,VC2M7M06,VC2M7N06,VC2M7N09,VC2M7N01,VC2M7N03",High
Level 7,Mathematics,"Students use algebraic expressions to represent situations, describe the relationships between variables from authentic data and substitute values into formulas to determine unknown values.",Algebra and Patterns,"algebraic,authentic,between,data,describe,expressions,formulas,into,relationships,represent,situations,students,substitute,values,variable,variables","VC2M7A04,VC2M7A01,VC2M7ST01,VC2M7A05,VC2M7A06,VC2M7A02",High
Level 7,Mathematics,They solve linear equations with natural number solutions and verify their solutions through substitution.,Number and Computation,"equation,equations,linear,natural,number,solutions,solve,substitution,their,they,through,verify","VC2M7A03,VC2M7N06,VC2M7N10,VC2M7N01,VC2M7N02,VC2M7N03",High
Level 7,Mathematics,"Students create tables of values relating to algebraic expressions and formulas, and describe how the values change.",Algebra and Patterns,"algebraic,change,create,describe,expressions,formulas,relating,students,tables,values","VC2M7A05,VC2M7A06,VC2M7A01,VC2M7A02,VC2M7A04,VC2M7ST02",High
Level 7,Mathematics,"Students apply knowledge of angle relationships and the sum of angles in a triangle to solve problems, giving reasons.",Algebra and Patterns,"angle,angles,apply,giving,knowledge,problems,reasons,relationships,solve,students,triangle","VC2M7M04,VC2M7SP02,VC2M7N01,VC2M7M05,VC2M7A03,VC2M7A04",High
Level 7,Mathematics,They establish and use formulas for the areas of triangles and parallelograms and the volumes of rectangular and triangular prisms to solve problems.,Algebra and Patterns,"angle,areas,establish,formulas,parallelograms,prisms,problems,rectangular,solve,they,triangles,triangular,volumes","VC2M7M02,VC2M7M06,VC2M7M04,VC2M7M01,VC2M7A03,VC2M7N01",High
Level 7,Mathematics,"They describe the relationships between the radius, diameter and circumference of a circle.",Algebra and Patterns,"between,circle,circumference,describe,diameter,radius,relationships,they","VC2M7M03,VC2M7A04,VC2M7A05,VC2M7N01,VC2M7M04,VC2M7SP02",High
Level 7,Mathematics,Students classify polygons according to their features and design an algorithm to sort and classify shapes.,Space and Geometry,"according,algorithm,classify,design,features,polygons,shape,shapes,sort,students,their","VC2M7SP04,VC2M7M05,VC2M7SP02,VC2M7ST02,VC2M7ST03",High
Level 7,Mathematics,"They represent objects two-dimensionally in different ways, describing the usefulness of these representations.",Space and Geometry,"describing,different,dimensionally,objects,represent,representations,they,usefulness,ways","VC2M7SP01,VC2M7N03,VC2M7N02,VC2M7N09,VC2M7N10,VC2M7A01",High
Level 7,Mathematics,They use coordinates to describe transformations of points in the plane.,Algebra and Patterns,"coordinates,describe,plane,points,they,transformations","VC2M7SP03,VC2M7A05,VC2M7A04,VC2M7A06",High
Level 7,Mathematics,"Students plan and conduct statistical investigations involving discrete and continuous numerical data, using appropriate displays.",Statistics and Probability,"appropriate,conduct,continuous,data,discrete,displays,investigations,involving,numerical,plan,statistical,students,using","VC2M7ST03,VC2M7ST02,VC2M7ST01,VC2M7A04,VC2M7N10,VC2M7M02",High
Level 7,Mathematics,"They interpret data in terms of the shape of distribution and summary statistics, identifying possible outliers.",Space and Geometry,"data,distribution,identifying,interpret,outliers,possible,shape,statistics,summary,terms,they","VC2M7ST03,VC2M7ST02,VC2M7A04,VC2M7N10,VC2M7M06,VC2M7ST01",High
Level 7,Mathematics,They decide which measure of central tendency is most suitable and explain their reasoning.,Measurement,"central,decide,explain,measure,most,reasoning,suitable,tendency,their,they,which","VC2M7M04,VC2M7ST01,VC2M7SP02,VC2M7N04,VC2M7A05,VC2M7SP01",High
Level 7,Mathematics,"Students list sample spaces for single-step experiments, assign probabilities to outcomes of events and predict relative frequencies for related events.",Space and Geometry,"assign,events,experiments,frequencies,list,outcomes,predict,probabilities,related,relative,sample,single,spaces,step,students","VC2M7P01,VC2M7P02",High
Level 7,Mathematics,"They conduct repeated single-step chance experiments and run simulations using digital tools, giving reasons for differences between predicted and observed results.",Number and Computation,"between,chance,conduct,differences,digital,experiments,giving,reasons,repeated,simulations,single,step,they,tools,using","VC2M7P02,VC2M7M04,VC2M7P01,VC2M7N04,VC2M7N05,VC2M7N10",High
Level 8,Mathematics,"By the end of Level 8, students recognise irrational numbers as numbers that cannot develop from the division of integer values by natural numbers and terminating or recurring decimals.",Number and Computation,"cannot,decimal,decimals,develop,division,integer,irrational,level,natural,number,numbers,recognise,recurring,students,terminating,values","VC2M8N01,VC2M8N03,VC2M8N02,VC2M8N04,VC2M8N06,VC2M8ST03",High
Level 8,Mathematics,They apply the exponent laws to calculations with numbers involving positive integer exponents.,Number and Computation,"apply,calculations,exponent,exponents,integer,involving,laws,number,numbers,positive,they","VC2M8N02,VC2M8N01,VC2M8N04,VC2M8N06,VC2M8N05,VC2M8A03",High
Level 8,Mathematics,Students solve problems involving the 4 operations with integers and positive rational numbers.,Number and Computation,"integers,involving,number,numbers,operations,positive,problems,rational,solve,students","VC2M8N06,VC2M8N04,VC2M8N05,VC2M8N02,VC2M8A03,VC2M8N01",High
Level 8,Mathematics,"They use mathematical modelling to solve practical problems involving ratios, percentages and rates in measurement and financial contexts.",Number and Computation,"contexts,financial,involving,mathematical,measurement,modelling,percentages,practical,problems,rates,ratios,solve,they","VC2M8N06,VC2M8M07,VC2M8A03,VC2M8N05,VC2M8M05,VC2M8M01",High
Level 8,Mathematics,"Students apply algebraic properties to simplify, rearrange, expand and factorise linear expressions.",Algebra and Patterns,"algebraic,apply,expand,expressions,factorise,linear,properties,rearrange,simplify,students","VC2M8A01,VC2M8A02,VC2M8A03,VC2M8A05",High
Level 8,Mathematics,"They graph linear relations and solve linear equations with rational solutions and one-variable inequalities, graphically and algebraically.",Number and Computation,"algebraically,equation,equations,graph,graphically,inequalities,linear,rational,relations,solutions,solve,they,variable","VC2M8A02,VC2M8A03,VC2M8N06,VC2M8N05,VC2M8M07,VC2M8M01",High
Level 8,Mathematics,"Students plot linear and non-linear relations on the Cartesian plane, with and without the use of digital tools.",Number and Computation,"cartesian,digital,linear,plane,plot,relations,students,tools,without","VC2M8A02,VC2M8N05,VC2M8A05,VC2M8N04,VC2M8SP03,VC2M8N03",High
Level 8,Mathematics,"Students use mathematical modelling to solve problems using linear relations, interpreting and reviewing the model in context.",Algebra and Patterns,"context,interpreting,linear,mathematical,model,modelling,problems,relations,reviewing,solve,students,using","VC2M8A03,VC2M8N06,VC2M8M07,VC2M8A02,VC2M8M01,VC2M8M02",High
Level 8,Mathematics,They make and test conjectures involving linear relations by developing algorithms and using digital tools.,Number and Computation,"algorithm,algorithms,conjectures,developing,digital,involving,linear,make,relations,test,they,tools,using","VC2M8A05,VC2M8N06,VC2M8A02,VC2M8N03,VC2M8N04,VC2M8N05",High
Level 8,Mathematics,"Students use appropriate metric units when solving measurement problems involving the perimeter and area of composite shapes, and volume of right prisms.",Measurement,"appropriate,area,composite,involving,measurement,metric,perimeter,problems,right,shape,shapes,solving,students,units,volume,when","VC2M8M01,VC2M8M02,VC2M8M05,VC2M8M03,VC2M8SP04,VC2M8M06",High
Level 8,Mathematics,They use Pythagoras’ theorem to solve measurement problems involving unknown lengths of right-angled triangles.,Measurement,"angle,angled,involving,lengths,measurement,problems,pythagoras,right,solve,theorem,they,triangles,unknown","VC2M8M06,VC2M8M05,VC2M8SP02,VC2M8M02,VC2M8M01,VC2M8M03",High
Level 8,Mathematics,Students use formulas to solve problems involving the area and circumference of circles.,Algebra and Patterns,"area,circles,circumference,formulas,involving,problems,solve,students","VC2M8M03,VC2M8A03,VC2M8M01,VC2M8N05,VC2M8N06,VC2M8M02",High
Level 8,Mathematics,They solve problems of duration involving 12- and 24-hour cycles across multiple time zones.,Number and Computation,"across,cycles,duration,hour,involving,multiple,problems,solve,they,time,zones","VC2M8M04,VC2M8M07,VC2M8N05,VC2M8N06,VC2M8A03,VC2M8M01",High
Level 8,Mathematics,Students use 3 dimensions to locate and describe position.,Space and Geometry,"describe,dimensions,locate,position,students","VC2M8SP03,VC2M8SP04,VC2M8P03",High
Level 8,Mathematics,"They identify conditions for congruency and similarity in triangles and other common shapes, and design and test algorithms to test for congruency and similarity.",Space and Geometry,"algorithm,algorithms,angle,common,conditions,congruency,design,identify,other,shape,shapes,similarity,test,they,triangles","VC2M8SP01,VC2M8SP04,VC2M8M01,VC2M8M06,VC2M8SP02,VC2M8A04",High
Level 8,Mathematics,Students apply the properties of quadrilaterals to solve problems.,Problem Solving,"apply,problems,properties,quadrilaterals,solve,students","VC2M8SP02,VC2M8N05,VC2M8N06,VC2M8A03,VC2M8M01,VC2M8M02",High
Level 8,Mathematics,Students conduct statistical investigations and explain the implications of obtaining data through sampling.,Statistics and Probability,"conduct,data,explain,implications,investigations,obtaining,sampling,statistical,students,through","VC2M8ST01,VC2M8ST02,VC2M8SP01,VC2M8SP02,VC2M8ST04,VC2M8P03",High
Level 8,Mathematics,Students analyse and describe the distribution of data.,Statistics and Probability,"analyse,data,describe,distribution,students","VC2M8ST02,VC2M8ST01,VC2M8SP03,VC2M8SP04,VC2M8P03",High
Level 8,Mathematics,"They compare the variation in distributions of random samples of the same and different size from a given population with respect to shape, measures of central tendency and range.",Measurement,"central,compare,different,distributions,given,measures,population,random,respect,same,samples,shape,size,they,variation","VC2M8ST03,VC2M8M05,VC2M8ST02,VC2M8M01,VC2M8SP01,VC2M8SP04",High
Level 8,Mathematics,"Students represent the possible combinations of 2 events with tables and diagrams, and determine related probabilities to solve practical problems.",Statistics and Probability,"combinations,determine,diagrams,events,possible,practical,probabilities,problems,related,represent,solve,students,tables","VC2M8P02,VC2M8P01,VC2M8A03,VC2M8P03,VC2M8N05,VC2M8N06",High
Level 8,Mathematics,They conduct experiments or simulations using digital tools to determine related probabilities of compound events.,Number and Computation,"compound,conduct,determine,digital,events,experiments,probabilities,related,simulations,they,tools,using","VC2M8P03,VC2M8P02,VC2M8P01,VC2M8N03,VC2M8N04,VC2M8N06",High
Level 9,Mathematics,"By the end of Level 9, students recognise and use rational and irrational numbers to solve problems.",Number and Computation,"irrational,level,number,numbers,problems,rational,recognise,solve,students","VC2M9N01,VC2M9A06,VC2M9M01,VC2M9M02,VC2M9M03,VC2M9M05",High
Level 9,Mathematics,Students extend and apply the exponent laws with positive integers and the zero exponent to variables.,Number and Computation,"apply,exponent,extend,integers,laws,positive,students,variable,variables,zero","VC2M9A01,VC2M9ST03,VC2M9ST01,VC2M9N01",High
Level 9,Mathematics,They expand binomial products and factorise monic quadratic expressions.,Algebra and Patterns,"binomial,expand,expressions,factorise,monic,products,quadratic,they","VC2M9A02,VC2M9A05,VC2M9A01,VC2M9A06",High
Level 9,Mathematics,"They find the distance between 2 points on the Cartesian plane, sketch linear graphs and find the gradient and midpoint of a line segment.",Algebra and Patterns,"between,cartesian,distance,find,gradient,graph,graphs,line,linear,midpoint,plane,points,segment,sketch,they","VC2M9A04,VC2M9A03,VC2M9A07,VC2M9A05,VC2M9A06",High
Level 9,Mathematics,"Students use mathematical modelling to solve problems involving change, including simple interest in financial contexts and change in other applied contexts, choosing to use linear and quadratic functions.",Algebra and Patterns,"applied,change,choosing,contexts,financial,including,interest,involving,mathematical,modelling,other,problems,simple,solve,students","VC2M9A06,VC2M9M05,VC2M9A05,VC2M9A03,VC2M9N01,VC2M9M01",High
Level 9,Mathematics,They graph quadratic functions and use null factor law to solve monic quadratic equations with integer roots algebraically.,Number and Computation,"algebraically,equation,equations,factor,functions,graph,integer,monic,null,quadratic,roots,solve,they","VC2M9A05,VC2M9A03,VC2M9N01,VC2M9A06,VC2M9A07,VC2M9M01",High
Level 9,Mathematics,"Students investigate and describe the effects of variation of parameters on functions and relations, using digital tools where appropriate, and make connections between their graphical and algebraic representations.",Number and Computation,"appropriate,connections,describe,digital,effects,functions,graph,investigate,make,parameters,relations,represent,students,tools,using,variation,where","VC2M9A07,VC2M9A05,VC2M9ST03,VC2M9A03,VC2M9N01,VC2M9ST02",High
Level 9,Mathematics,"Students apply formulas to solve problems involving the surface area and volume of right prisms, cylinders and composite shapes.",Algebra and Patterns,"apply,area,composite,cylinders,formulas,involving,prisms,problems,right,shape,shapes,solve,students,surface,volume","VC2M9M01,VC2M9A06,VC2M9N01,VC2M9M02,VC2M9M03,VC2M9M05",High
Level 9,Mathematics,"They solve problems involving ratio, similarity and scale in two-dimensional situations.",Number and Computation,"dimensional,involving,problems,ratio,scale,similarity,situations,solve,they","VC2M9M03,VC2M9M05,VC2M9N01,VC2M9A06,VC2M9M01,VC2M9M02",High
Level 9,Mathematics,They determine percentage errors in measurements.,Number and Computation,"determine,errors,measurement,measurements,percentage,they","VC2M9M04,VC2M9M02,VC2M9ST03",High
Level 9,Mathematics,Students apply Pythagoras’ theorem and use trigonometric ratios to solve problems involving right-angled triangles.,Number and Computation,"angle,angled,apply,involving,problems,pythagoras,ratios,right,solve,students,theorem,triangles,trigonometric","VC2M9M03,VC2M9N01,VC2M9M01,VC2M9SP01,VC2M9A06,VC2M9M02",High
Level 9,Mathematics,"They use mathematical modelling to solve practical problems involving direct and indirect proportion, ratio and scale, evaluating the model and communicating their methods and findings.",Number and Computation,"communicating,direct,evaluating,indirect,involving,mathematical,model,modelling,practical,problems,proportion,ratio,scale,solve,they","VC2M9M05,VC2M9A06,VC2M9N01,VC2M9M03,VC2M9M01,VC2M9M02",High
Level 9,Mathematics,Students express small and large numbers in scientific notation.,Number and Computation,"express,large,notation,number,numbers,scientific,small,students","VC2M9N01,VC2M9M02",High
Level 9,Mathematics,"Students apply the enlargement transformation to images of shapes and objects, and interpret results.",Space and Geometry,"apply,enlargement,images,interpret,objects,results,shape,shapes,students,transformation","VC2M9SP02,VC2M9ST03,VC2M9A06,VC2M9M01,VC2M9M04,VC2M9M05",High
Level 9,Mathematics,"They design, use and test algorithms based on geometric constructions or theorems.",Space and Geometry,"algorithm,algorithms,based,constructions,design,geometric,test,theorems,they","VC2M9SP03,VC2M9P03",High
Level 9,Mathematics,"Students compare and analyse the distributions of multiple numerical data sets, choose representations, describe features of these data sets using summary statistics and the shape of distributions, and consider the effect of outliers.",Space and Geometry,"analyse,choose,compare,data,describe,distributions,features,multiple,numerical,represent,representations,sets,shape,statistics,students,summary,using","VC2M9ST03,VC2M9ST01,VC2M9A07,VC2M9ST02,VC2M9ST04,VC2M9SP02",High
Level 9,Mathematics,They explain how sampling techniques and representation can be used to support or question conclusions or to promote a point of view.,Mathematical Reasoning,"conclusions,explain,point,promote,question,represent,representation,sampling,support,techniques,they,used,view","VC2M9ST02,VC2M9SP02,VC2M9A07,VC2M9ST03,VC2M9ST05",High
Level 9,Mathematics,Students determine sets of outcomes for two-step chance experiments and represent these in various ways.,Statistics and Probability,"chance,determine,experiments,outcomes,represent,sets,step,students,various,ways","VC2M9P01,VC2M9ST03,VC2M9P03,VC2M9A07,VC2M9ST02,VC2M9P02",High
Level 9,Mathematics,They assign probabilities to the outcomes of two-step chance experiments.,Statistics and Probability,"assign,chance,experiments,outcomes,probabilities,step,they","VC2M9P01,VC2M9P03,VC2M9P02",High
Level 9,Mathematics,They design and conduct experiments or simulations for combined events using digital tools.,Number and Computation,"combined,conduct,design,digital,events,experiments,simulations,they,tools,using","VC2M9P03,VC2M9P01,VC2M9N01,VC2M9P02,VC2M9A05,VC2M9A07",High
Level 10,Mathematics,"By the end of Level 10, students recognise the effect of approximations of real numbers in repeated calculations.",Number and Computation,"approximations,calculations,effect,level,number,numbers,real,recognise,repeated,students","VC2M10N01,VC2M10AN01,VC2M10AN02,VC2M10A08",High
Level 10,Mathematics,"Students use mathematical modelling to solve problems involving growth and decay in financial and other applied situations, applying linear, quadratic and exponential functions as appropriate, and solve related equations, numerically and graphically.",Algebra and Patterns,"applied,applying,decay,equation,financial,graph,growth,involving,linear,mathematical,modelling,other,problems,quadratic,situations,solve,students","VC2M10A15,VC2M10A09,VC2M10A16,VC2M10AA09,VC2M10A07,VC2M10A12",High
Level 10,Mathematics,They make and test conjectures involving functions and relations using digital tools.,Number and Computation,"conjectures,digital,functions,involving,make,relations,test,they,tools,using","VC2M10AA10,VC2M10A11,VC2M10P01,VC2M10ASP06,VC2M10A09,VC2M10A16",High
Level 10,Mathematics,"Students substitute into formulas, find unknown values, manipulate linear and quadratic algebraic expressions, expand binomial expressions and factorise monic and simple non-monic quadratic expressions, with and without the use of digital tools.",Number and Computation,"algebraic,binomial,expand,expressions,factorise,find,formulas,into,linear,manipulate,quadratic,students,substitute,unknown,values","VC2M10A04,VC2M10A05,VC2M10A11,VC2M10ASP03,VC2M10A09,VC2M10AA07",High
