SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentYears,ListNumber,ListName,TextType,FrameworkIdea,TextCode,Title,Author,Role,Publisher,PublicationYear,ISBN,IsAustralian,YearsOnList,SelectionSubset,Annotation,AdviceToSchools,Sequence
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about country,VCEENG26TXT025,'Split',"Lynch, Cassie",,University of Queensland Press,2021,9780702263033,1,3,,"A Western Australian author and descendant of the Noongar People, Cassie Lynch explores the divide between traditional Aboriginal and Torres Strait Islander connection to Country and the modern, postcolonial treatment of the land through the recurrent motif of the ancient river that runs through - and divides - Perth.

The narrator follows Perth from its creation by the serpent Wagyl to the hustle and bustle of its central business district, where people use the land without acknowledging it. The story asserts that while settlers developed and changed the land through the process of colonising it, they have never been fully conscious of its history or importance, damaging it in equal measure.

Lynch extends this idea of 'split' country, the duality between the old and the new Swan River, and the gap between Aboriginal and Torres Strait Islander and settler peoples themselves, through her illustrative use of language. The work is a blend of magic, realism, traditional storytelling techniques and vibrant descriptions of nature clashing with cold, contemporary practices, though with some hope that a balance and compromise between the two disparate landscapes can be achieved. This contrast highlights the importance of knowing the history of one's country, while encouraging a spiritual connection to it.

Students could consider how they might represent duality, and explore elements of magical realism or science fiction, in their own writing.",,25
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about personal journeys,VCEENG26TXT026,'The Danger of a Single Story',"Adichie, Chimamanda Ngozi",,TEDGlobal,2009,,0,3,,"Chimamanda Ngozi Adichie is a celebrated author of short stories and novels. In her TED talk 'The Danger of a Single Story', she weaves together a series of personal anecdotes and literary theories to posit that it is necessary to create space for diverse stories.

Beginning with her own personal experiences of reading as a child in Nigeria, Adichie identifies that she 'did not know that people like [her] could exist in literature'. This is because the children's books that she read came from the United Kingdom and did not fully reflect her own experiences and reality. She moves on to identify moments in her life when she limited others to a single story and was limited by others' perceptions of her. She makes it clear that her own personal journey as a 'middle-class' Nigerian has not been well reflected in literature, owing to the pervasive narrative that Africa is a land of 'catastrophe' and 'incomprehensible people'. She condemns single stories because they 'rob people of their dignity'. Building on this concept, she argues for the need to tell more complete stories, rather than fuelling stereotypes. Throughout the speech, Adichie uses humour, including self-deprecating humour, to expose how easy it can be to believe these single stories.

Students could explore the personal journeys of those who are not often highlighted in the Australian media landscape, or consider arguing for more inclusive storytelling. They can consider the use of personal anecdotes, thesis statements and humour to put forward their message.",,26
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about personal journeys,VCEENG26TXT027,"'The Red Plastic Chair is a Vietnamese Cultural Institution, and My Anchor'","Duong, Amy",,,2023,,1,3,,"Published as part of SBS Australia's Emerging Writers' Competition, Amy Duong's memoir is not about her own personal journey as the daughter of Vietnamese refugees; rather, it is a reflection on the hardships and sacrifices her family made in coming to Australia before she was born.

Duong begins her piece by homing in on the titular plastic red chairs, items that may initially be seen as mundane and merely utilitarian yet serve as an integral part of Duong's identity and Vietnamese culture at large. These chairs are a catalyst for childhood memories, musings, regrets and an uncomfortable reckoning with the past. Just as Duong refers to the chairs as an 'anchor' to her past, she uses the motif of red chairs to structure her piece. These chairs have been ubiquitous throughout her life and are ever present throughout the story. At every important turn, the red chairs are there in the background.

Duong ruminates on the disconnect she feels, as a first-generation Australian, from her aunt and mother: her limited grasp of the Vietnamese language, her privilege of not knowing the same adversity as her elders did, and her own complicity in creating a generational divide within her family. Her writing is sharp, personable and authentic. While her writing is anecdotal and conversational in tone, Duong also uses purposeful descriptive language to enhance the emotional and challenging aspects of her family history.

Although Duong's ideas are specific to her own unique experiences, students could use them to explore items of cultural, historical or nostalgic value and how these symbolise literal or metaphorical journeys.",,27
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about personal journeys,VCEENG26TXT028,'Dear Mrs Dunkley',"Garner, Helen",,,2012,,1,1,,"Helen Garner is an Australian novelist, short story writer and journalist, and in 'Dear Mrs Dunkley' she reflects upon her formative years at school, and the ways in which later in life we come to see how past experiences shape who we are in the present.

Using an epistolary structure, Garner explores what it means to really know someone - and how our formative experiences and associated memories can shift and blur as new information is revealed. Initially telling the story of her transfer from a small country state school to a private girls' school in Geelong, this powerful bildungsroman draws upon Garner's experience of being out of her depth in this new environment, and the profound impact of lessons learned in the classroom. Throughout this letter, Garner uses rich imagery to outline the challenges she faced, and the lessons learned, in Mrs Dunkley's Grade 5 classroom. Later in the piece, she explores how her understanding of this complex character from her youth changed over time, and how impactful she was on the writer Garner became.

This text explores how profoundly childhood experiences shape people as adults and acknowledges the impact of key figures who have inspired or shaped our interests and passions.","This text can also be accessed in Sincerely: Women of Letters (Marieke Hardy and Michaela McGuire, eds), Viking, 2012, ISBN 9780670076710",28
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about personal journeys,VCEENG26TXT029,'bidngen',"Hodge, Maya",,,2021,,1,3,,"First published in 2021 as part of SBS Australia's Emerging Writers' Competition and now part of Between Two Worlds, an anthology of stories from the competition, Maya Hodge's 'bidngen' features an unnamed narrator who reflects on the important role that memories, culture and stories have played in shaping her.

The narrator recounts her childhood in a town 'festering with racism and drugs' where, in spite of the hardships and poverty her family endured, they were able to '[stitch] the house together with love'. Hodge highlights the strength of Aboriginal and Torres Strait Islander women and how it is passed down through the generations. Indeed, her intention to pay tribute to this strength is evident through the fact that the title, 'bidngen', means 'woman' in the Lardil language.

The power of storytelling is a central theme, with Hodge highlighting that stories not only serve to connect us with our culture and memories but can also be a source of comfort and healing. The narrator recalls her grandmother reading fairytales to her and how reading allowed her to feel 'the scars inside her softly close over'. She also explores how stories can be told through music as she picks up her violin and 'lets the stories of her people pour from her fingers into steel strings'. Hodge's use of subheadings highlights the fact that, while seemingly unconnected, all of these memories allow us to gain an understanding of the narrator's journey and what has shaped her. Additionally, the fact that the headings are written in the Lardil language emphasises that language and culture are central to her identity and that she needs to constantly navigate living between two worlds.

Students could explore the importance of language, culture and storytelling in their own journeys and experiment with incorporating subheadings and phrases in languages other than English into their own writing.",,29
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about personal journeys,VCEENG26TXT030,Walter's speech (end of Part 1) from The Inheritance,"López, Matthew",,,2020,,0,3,,"The Inheritance, first performed in 2018, is a contemporary two-part play exploring the legacy of AIDS in the gay community in New York City. Walter's speech is an extract from the end of Part 1, in which Walter is speaking with his young friend Eric about how he came to own the 'rambling old farmhouse'. The house was purchased at the height of the AIDS crisis by Walter and his partner at the time, Henry, and located far away from the bustling city, where 'there was no illness'. While Henry wishes to shut the virus away, Walter realises that 'the answer was not to shut the world out, but rather to fling the doors open and invite it in'.

This difference of view proves irreconcilable, the relationship ends, and Walter retains the house. A series of young men who have AIDS, and nowhere else to go, come to stay with Walter at the house, and 'one by one, they died there'. Despite the gravity and melancholy of the journeys that these young men take, Walter's reflection focuses on the courage and resilience of his community. López symbolises Walter's compassion through 'an enormous cherry tree', which superstition suggests has 'pig's teeth' stuck deep within the bark. The tree is believed to cure all illnesses. Yet as it blazes through the seasons, the lives of countless young men continue to be cut short by a virus that is ignored and stigmatised by the wider community.

Students could explore how the younger generation can learn about the journeys of those who have gone before them, experimenting with symbolism and the significance of setting in their own writing.",,30
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about play,VCEENG26TXT031,Monologue from Cyrano,"Gay, Virginia",,,2021,,1,3,,"This monologue is from Virginia Gay's 'freely adapt[ed] and reimagin[ed]' version of Edmond Rostand's 19th-century play, Cyrano de Bergerac, as a positive, queer and feminist story. The monologue, performed by Gay, engages with the thrill of falling in love, playing with the possibilities of the future and indulging in imaginings of limitless joys.

Offered as a stumbling and intimate stream of consciousness, the monologue presents a lovely long list of experiences and actions - travel, work, home, food, drink, children, guests - through evocative vocabulary and language features. Gay employs questions to engage directly with the audience, positioned as her surrogate lover. She proposes ideas, only to retreat from them, or to have them both exist as mutual truths. There is aching sensuality and everyday pragmatism side by side, and every word is suffused with hope and optimism.

Students could play with looking forward with hope and joy to an unfolding future, exploring mischievous vocabulary and figurative language, or with looking backwards to events of the past with the same uplifting tones. The exploration of promise and faith can often go missing in contemporary writings; this mentor text provides space to experiment with that voice.

Note: In the play, this monologue is a dialogue between the lovers.",,31
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about play,VCEENG26TXT032,'Impromptu: Fiction for voice and piano',"Huang, Coco X",,,2020,,1,1,,"Coco X Huang's 'intermedia' text 'Impromptu' was first published online in Going Down Swinging in 2020. The text combines music and the spoken work to reflect on what constitutes honesty in playing an instrument for others. Huang uses a first-person narrator retrospectively narrating her journey from child prodigy to her adult silence. The piece finishes with 'the only music [she] can play without feeling like a fraud.' The piece is narrated and performed with apparently improvised music. The irony is that the apparent improvisation is carefully crafted to deceive and indeed was created digitally. The many ways in which playing and listening to music can deceive the listener are explored in an effort to discover where authenticity in performance lies.

The piece not only subverts accepted ideas about performance but plays, in a similar way, with linguistic structures and features. The narrative voice appears to be genuine and honest, but this honesty is exposed by the narrator as a self-interested lie. Ironically, the very act of doing this encourages the reader to believe in the authenticity of the narrative voice. The pathos of the imagery used encourages the reader to relate to the narrator. The apparent simplicity of the account is reinforced by the unpolished musical performance accompanying it. Strategic account of conversations and childhood memories are used to position the reader to feel great sympathy for the narrator. The text leaves the reader questioning their own response to music.

The piece explores the meaning of playing music and experiments with retrospective narratives. The way in which this text creates a 'voice' represents the authentic self at various stages of development.",,32
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about play,VCEENG26TXT033,'An Open Letter to Doubting Thomas',"Roffey, Chelsea",,Black Inc.,2016,9781863958288,1,3,,"'An Open Letter to Doubting Thomas' is the first entry in the 2016 collection From the Outer, which presents 30 voices celebrating the many experiences of supporters of the AFL (Australian Football League). The author, Chelsea Roffey, was the first woman to officiate at an AFL Grand Final. Roffey's letter invites readers to reflect on views about gender and the role of umpires in game-playing.

Published years before the AFL issued a formal apology for the 'horrendous treatment of female umpires'*, Roffey's text raises questions about the ways in which playing a game can reveal society's unacknowledged values and how confronting these can lead to profound change. The extended open letter form allows Roffey the freedom to present ideas using both formal and informal conventions and hence models how traditional structures can be subverted. Her letter reveals the courage involved in challenging traditions played out in games and how boundaries can be redefined by confronting those all-too-real playing behaviours.

The letter format invites students to consider the power of explicitly addressing an audience. Roffey's use of tone, including the interplay of irony and mockery, models ways in which a writer achieves 'voice'. Her use of allusion will open a world of opportunity for students to enrich their own writing by building on the ideas and philosophies of others. The personal style adopted, with its effective use of understatement, humour and imagery, demonstrates how appropriate debate about contentious topics can be instigated.

(*Dr Victoria Rawlings is the author of the report that triggered the apology.)",,33
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about play,VCEENG26TXT034,'All That We Know of Dreaming',"Russon, Penni",,Black Inc.,2015,9781863957298,1,3,,"Dr Penni Russon is an award-winning author of novels for children and young adults. This captivating short story (her first short story for adults) was published in The Big Issue Fiction Edition in 2009, and then picked up by Delia Falconer for Black Inc.'s Best Australian Stories 2009 and Something Special, Something Rare: Outstanding Short Stories by Australian Women (2015). It was written while Russon and her family were living in Victoria's Kinglake area, which was devastated by bushfire in 2009.

Russon uses the short story form to explore the rich reflections, vibrant memories and striking daydreams of a mother who has 'stopped dreaming' as she moves through an autumn day. The distinct, first-person voice gives rise to these playful reveries that allow Russon to unveil the intimacy of our most precious relationships. Her mastery of imagery and figurative language brings to life the pleasures of childhood, the satisfaction of raising a family in an orchard, and the vibrant countryside setting. However, something darker lurks in her drifting thoughts and it is moments of playful reminiscing and vivid reflection that take the edge off the narrator's unknown pain, and reduce the severity of loneliness and death.

Russon leaves us asking: Why do we dream? What role do dreams play? What power can dreams hold? This demonstrates how students could, within the short story form, use voice, imagery and figurative language to add depth and complexity when writing about play.",,34
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about play,VCEENG26TXT035,'About the Boys',"Winton, Tim",,,2018,,1,3,,"'About the Boys' is an excerpt from a speech made by Tim Winton and published as a feature article by The Guardian in April 2018. In it, he explores rituals that limit and constrain boys and ways to liberate them from 'the race, the game, the fight'. Winton raises questions about how gender is formed through childhood and the way that boys 'play' at becoming men. He uses a conversational tone and his personal experience to legitimise the theories that he has formed by observing boys in the surfing community.

Through powerful allusion, Winton suggests that young people look for cues from the flawed adult world to shape their role-playing and their 'rehearsal' for adulthood. He presents a stark and compelling picture of a bleak and dangerous situation. His transition between pronouns is one of the ways in which he presents a confronting challenge to the reader and the Australian community. The text stresses ideas about the impact of 'silence' in the face of 'misogynistic trash talk'. Alliteration and repetitive sentence structures are employed to draw the reader into understanding the 'first step' that Winton believes is necessary to change the future for young men and our community.

Through imagery and figurative language, Winton explores what is offered to young men to replace 'the coherence of tradition'. This allows the reader to envisage both the problem and its consequences. His writing models how to discuss social problems in a challenging and yet respectful way.

This text illustrates the language features students could use to create an informal, authentic voice to project authority into their own writing about the experience of childhood and the way young people's play reflects society's underlying beliefs and values.",Teachers should note that there is some use of expletives in this text.,35
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about protest,VCEENG26TXT036,'Friday Essay: On the Sydney Mardi Gras March of 1978',"Gillespie, Mark",,,2016,,1,3,,"'Friday Essay: On the Sydney Mardi Gras March of 1978', published on 19 February 2016, explores the 'momentous events' of political protest in 'Sydney between June and August 1978'. Anthropologist and author Mark Gillespie, from the University of Sydney, explores ideas of equality and the importance of compensation for the LGBTIQ+ community for decades of ostracism, abuse and discrimination.

Gillespie's structure shifts from contemporary 2016, to the day of the iconic 1978 Mardi Gras protest and celebration, to the 1985 HIV epidemic in Sydney, and then returns to a present-day reflection. As Gillespie focuses on each aspect of defining moments in LGBTIQ+ movements, he reflects on his experiences and highlights his concerns for his future. His reflections are sharpened with direct quotes from the protests and photographic images of banners of celebration, police brutality and a police officer dancing and celebrating with the protesters.

The language of the article is both vulnerable and stoic, directly addressing the bureaucratic systems that failed the writer and the community. It connects personal reflection with facts, and honestly considers the value of an apology in light of the events of the past. Gillespie's celebration of protest reinforces its importance and highlights that the journey is far from over.

Students could explore the use of a personal reflection or a historical reflection, experimenting with a hybrid of factual and sentimental styles within their own writing.",,36
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about protest,VCEENG26TXT037,'Freedom or Death',"Pankhurst, Emmeline",,,2007,,0,3,,"Considered one of the greatest speeches of the 20th century, 'Freedom or Death' by activist Emmeline Pankhurst was delivered at Parsons Theater in Hartford, Connecticut on 13 November 1913. Pankhurst, a vocal and passionate believer in a woman's right to vote, founded the British Suffragette movement and spent four decades protesting against inequality in voting rights.

Pankhurst's speech shimmers with intensity and energy as she speaks of the requirement for revolutionary actions - defending the use of violence - and 'militant' tactics in the fight for equal rights. Gender discrimination and basic human rights are also referenced. Pankhurst's speech is an example of the potency of language, inclusive of the connotative power of single words. Throughout the speech, Pankhurst speaks as a 'soldier'. Under threat of further imprisonment for speaking out many times prior, Pankhurst draws extensively from the language and imagery of battle.

'Freedom or Death' demonstrates the speaker's strong capacity for persuasion and her clear consideration of context, purpose and audience. Pankhurst expertly utilises metaphor and repetition to highlight how deliberate language choices can convey passion, strength and commitment. 'Freedom or Death' is a highly powerful example of protest. In the face of continued female oppression, this call to action still resonates on many levels today.

Students could focus on figurative language and extended metaphor in their own work, using Pankhurst's text as a model.",,37
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about protest,VCEENG26TXT038,'What's the Point of Protest?',"Parry, Jonathan",,,2023,,0,1,,"'What's the Point of Protest?' seeks to answer two essential questions: 'What is the point of protest?' and 'What makes a protest successful?' Jonathan Parry, a moral and political philosopher based in the Department of Philosophy, Logic and Scientific Method at the London School of Economics and Political Science, explores whether protest has to 'effect change' in order to be deemed a success or considered valuable.

Writing in 2023, on the 20th anniversary of the invasion of Iraq, Parry considers the purpose and value of protest primarily through the lens of the 2003 anti-war protests. Specifically, he explores the significance of the protesters' slogan 'Not in My Name!' and the implications of this slogan on protests more generally. In deconstructing this slogan, Parry suggests that it matters to us whether we are personally implicated in actions and policies that conflict with our values, both materially and morally. Thus, Parry argues that whilst it may not lead to tangible change, the ability to voice our dissent and dissatisfaction through protest is what makes it truly valuable.

Published on the blog of the LSE Department of Philosophy, Logic and Scientific Method, Parry's piece is logical and raises substantial philosophical questions in a concise and straightforward way. As such, he avoids academic jargon, instead relying on clear language and simple analogy to illustrate his perspective on protest.

This text provides scope to explore what constitutes a successful protest, and consider the moral implications of protest movements, both historical and contemporary.",,38
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about protest,VCEENG26TXT039,'Harrison Bergeron',"Vonnegut, Kurt",,Vintage Classics,2021,9781784877033,0,3,,"'Harrison Bergeron', written in 1961, presents a dystopian society in which all citizens are deemed 'finally equal'. Almost immediately, however, darkly satirical author Kurt Vonnegut explores ideas of authoritarianism and freedom while positing the pertinent question: Is total equality really something worth fighting for?

The titular character is presented as the epitome of defiance in a world that attempts to control the masses through 'handicaps' forced on citizens to ensure equality. Vonnegut employs a traditional short story structure, opening with the date (2081) and an impossible statement of social equality. As the story unfolds, each added detail (the 'mental handicap radio' that emits sounds that 'scatter ... thoughts', the 'canvas bags' with 'birdshot' that individuals are forced to wear) contests the authority of the opening line and sets a challenge to the reader.

The language of the story is at once comedic and tragic; the silliness of the solutions employed to create equality are juxtaposed against the suffering of George and the ballerinas, and the lack of beauty, intelligence and joy for any member of society. Harrison's protest is both painful and futile.

Students could explore the use of satire as a form of protest, experimenting with irony and wit in their own writings.",,39
English,English,,,Year 12,Text List,2026,2,List 2 - Creating texts,,Writing about protest,VCEENG26TXT040,Monologue from City of Gold,"Wyatt, Meyne",,,2020,,1,3,,"In this monologue, taken from the highly acclaimed 2019 play City of Gold, Wongutha-Yamatji writer, director and performer Meyne Wyatt presents an angry, urgent message from a man tired of ignorance, prejudice and, perhaps most frustratingly, acquiescence from white Australian society.

Initially, Wyatt explores ideas of tokenism and casual racism within Australian society, before angrily shifting tone to the consequences of such racism: the ongoing mental and physical effects on Aboriginal and Torres Strait Islander people. Wyatt's play is loosely based on his life and experiences, and this performance of the monologue on Australia's Q&A was presented during an episode that discussed Aboriginal deaths in custody.

Wyatt bookends his monologue with the motif of being forced to 'sit down' and 'stay humble' as an Aboriginal man in Australia, detailing his own experiences in the entertainment industry and using the example of the sustained racism Adam Goodes endured during the 2015 AFL (Australian Football League) season. Moreover, Wyatt's use of repetition serves as a reminder of the cyclical nature of violence and discrimination against Aboriginal and Torres Strait Islander Peoples, making his ultimate refusal to 'be quiet, be humble and sit down' a powerful protest against such treatment.

Students could explore the use of monologue as a form of protest, experimenting with tone shift, lyricism and repetition in their own writing.","Teachers should note that there is some explicit language in this monologue; however, it serves to contextualise Wyatt's frustration and is not gratuitous in nature.",40
