SubjectArea,Subject,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,SectionCode,SectionHeader,SectionHeaderDescription,SectionHeaderContent,ReportCoverage,Sequence
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark for Sales/GST Clearing $135 300.,,120
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Allowance for Doubtful Debts/GST Clearing $2 200.,,121
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Sales Returns/GST Clearing $3 300.,,122
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Bank $125 300 and Discount Expense $1 500.,,123
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for all correct opening and closing balances.,,124
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses recognised that the Allowance for Doubtful Debts would require an adjustment for a write-off of the bad debt of $2 000. They also recognised that GST was required to be applied to the bad debt write-off in the Accounts Receivable ledger. They used accurate cross-references and to determine the cash received from Accounts Receivable.,,125
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Common errors included not recording GST in the Sales and Sales Returns transaction. Students reversed the debits and credit entries and recorded balances incorrectly.,,126
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students should ensure that they practise posting to General Ledger accounts.,,127
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to prepare the Operating Activities section of the Budgeted Cash Flow Statement for Dizzies Metalworks for November 2025.,,128
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Budgeted Cash Flow Statement for the month ending 30 November 2025,,129
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accounts Receivable $125 300.,,130
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Purchases of Inventory ($55 000),,131
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for GST Paid ($5 780).,,132
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Prepaid Advertising ($300).,,133
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Rent ($2 500) and Wages ($27 000).,,134
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Net Cash Flow from Operating Activities $34 720.,,135
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses used accurate titles in the Cash Flow Statement. They used the information provided to correctly allocate the cash flows relating to operating activities.,,136
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Common errors included non-cash items in the Cash Flow Statement. Students included GST collected as a cash inflow and discount expense as a cash outflow. Titles were an issue for some students.,,137
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students should practise the preparation of accounting reports to ensure that they can distinguish between cash and non-cash receipts and payments when preparing a Cash Flow Statement.,,138
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to explain why the Budgeted Net Cash Flow from Operating Activities may be higher than the Budgeted Net Profit for the same period.,,139
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for budgeted cash flows from operating activities only considering cash received and cash paid in relation to the day-to-day activities of the business. Budgeted Net Profit is calculated by matching revenue earned against expenses incurred in order to determine net profit.,,140
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"One mark was awarded for each example from the information provided, such as:",,141
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Collections from accounts receivable may be greater than the sales revenue for a period if debts from a previous period were all collected in the current period, on top of the receipts from sales in the current period.",,142
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"The calculation of net profit will often include non-cash expenses like bad debts, depreciation, loss on disposal of assets and discount expense, none of which are outflows in the Cash Flow Statement.",,143
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses recognised the difference between budgeted cash flows from operating activities and budgeted net profit. They were able to explain the difference using examples which resulted in cash flows being higher than net profit.,,144
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included students not being able to recognise that operating activities refers to the day-to-day trading activities of the business. Students referred to GST received, although the business only sells on a credit basis and therefore GST is not reported separately in the Cash Flow Statement.",,145
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,146
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Cash and profit are different resources. The Budgeted Net Cash Flows from Operating Activities is calculated by deducting cash outflows from inflows regarding the expected day-to-day trading activities, whereas the Budgeted Net Profit is obtained on an accrual basis, by deducting budgeted expenses incurred from revenues earned, with revenues being greater than expenses, for the budgeting period. For example, the receipts from Accounts Receivable were greater than credit sales, causing the increase to budgeted operating cash flows to be greater than the increase to budgeted net profit. Additionally, the Budgeted Net Profit is affected by non-cash expenses such as discount expense and bad debts, which decrease the budgeted net profit but not affect budgeted operating cash flows.",,147
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers should ensure that students develop their understanding of the difference between net cash and net profit.,,148
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,This question required students to explain one advantage of changing from budgeting on a quarterly basis to a monthly basis.,,149
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses recognised that the business was already preparing its accounts monthly. The move to monthly budgeting would allow for budgets to be more accurate and therefore improve the decision-making process of the business.,,150
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"More regular budgeting would allow for issues to be identified earlier, which would allow for corrective action to be taken earlier.",,151
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included students referring to the business having more up to date information, although they did make the distinction between actual and budgeted accounts, and some students not recognising that the business was already preparing its accounts monthly.",,152
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,153
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Budgeting on a more frequent, monthly basis allows the budgets of Dizzies Metalworks to be more timely and accurate in influencing decision-making and planning. This means that corrective action can be taken to resolve adverse trends before it is too late for the business, as budgets are prepared for a shorter length of time, and more frequently.",,154
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students should have an understanding of the difference between preparing budgeted and actual accounting reports. The business is not required to prepare budgeted reports at the same frequency as their accounting reports.,,155
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"This question required students to complete a table to calculate the profit for the business for the 10 pm to 6 am shift, using the current wage of $30 per hour and a hypothetical wage increase of 20%.",,156
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Gross Profit $444 and $444.,,157
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Staff Wages $240 and $288.,,158
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Shift Profit (daily) $204 and $156.,,159
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Shift Profit (year) $74 460 and $56 940.,,160
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses identified that one staff member was required overnight and to apply that hourly rate for both scenarios.,,161
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Common errors included students not applying the gross profit percentage and staff wage rates correctly.,,162
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students should practise modelling the impact of changes by a business on future accounting reports.,,163
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The question required students to discuss whether the 10 pm to 6 am shift should be continued and to make a recommendation to the owner. They needed to refer to both financial and ethical considerations in their response.,,164
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"If the 20% wage increase was adopted, shift profit would have been below the owner's requirement. If wages are not increased, the owner's requirement is expected to be met. However, the owner should keep in mind that other expenses may increase as a result of operating the night-time shift. Expenses such as lighting, heating, maintenance and possibly security costs may also increase.",,165
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The owner's method of determining profit does not take into account these expenses and therefore the profit for the year could be overestimated. The gross margin used in the calculations may also be questionable. Sales of fuel may have a much lower mark-up compared to drinks and food being sold by the business. The night shift may sell more drinks and food during the night as other stores are likely to be closed at that time.,,166
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Therefore, the gross profit margin may vary between the day-time shifts and the late night-time shift. This has not been considered in the owner's calculations and perhaps it should be taken into account to get an accurate picture of the situation.",,167
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"From an ethical perspective, the night-time shift would be invaluable to the town as it provides a service not available elsewhere. The business also provides a source of income and work experience to young people. However, keeping the business open throughout the night will use more electricity and this may be considered a waste of resources and may be a cause of concern for the environment. There may also be a noise issue for local residents and it may attract some undesirable characters if it continues to operate after midnight. A further issue is the security of staff throughout the night and the potential for an increasing number of 'drive-offs' to occur, which will ultimately affect the profit of the business.",,168
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Higher-scoring responses applied both the financial information that they modelled, with the non-financial information provided in the question. They provided a recommendation based on a discussion of the financial and ethical considerations that the owner would have taken into account when coming to a decision about the operation of the business.",,169
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Their responses considered the need for the community to have a service station that operated overnight, with the potential risks for employees who would be exposed to antisocial behaviour on the late shifts. They considered the additional costs and environmental impact of opening the service station overnight, with the use of electricity increasing the running costs for the business. Some higher-scoring responses considered the potential for higher margin products, such as food and drink, to be popular with drivers travelling overnight. This could result in a higher gross profit than the owner had budgeted for. When referring to financial information, higher-scoring responses displayed an accurate use of accounting terminology.",,170
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included students repeating the information provided in the question. While they referred to financial issues, such as the shift profit, and ethical considerations including having a service station available for the community at night, they often provided a limited discussion or no discussion at all.",,171
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,172
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"The shift is not providing the goal target of contributing $60 000 per year to profit, it is financially unfavourable for the firm. Furthermore, the shift is characterised by anti-social behaviour, including theft, which increases the expenses of the firm and therefore reduces net profit, worsening its ability to earn profit. This unfavourable profitability, moreover, could put potentially young employees in danger of anti-social behaviour, and hence the firm should act in a socially responsible and ethical manner to avoid endangering workers.",,173
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Moreover, the employee electricity expense is increased, reducing profit, which is financially unfavourable for the firm. However, the owner should also consider the necessity of the shift in the local community as well as the valuable source of income it provides to university students. Customers are likely to be attracted by a more reliable and locally employed shop acting in an ethical manner. This could increase the sales of the firm and hence increase profit, offsetting the increase in wage expense, favourable for the profitability of the firm.",,174
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Further, the business is acting ethically by fulfilling the community's needs, aligning to its own. Hence, the owner should continue the shift with the increased wages as well as a suitable staff policy.",,175
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers should provide the opportunity for students to discuss the ethical and financial consequences of decisions made by business owners.,,176
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students were required to explain why a decline in the Return on Assets should be of concern.,,177
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for referring to the Return on Assets as an indicator of the efficiency of the asset to generate profit and that the business is generating less profit for each dollar of assets held.,,178
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for referring to assets as being less productive and potentially needing to be replaced.,,179
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses recognised that Return on Assets is a measure of the business' ability to generate profit from its assets. They also recognised that this is a concern because a slower Return on Assets will indicate that the assets may need to be replaced for more productive assets.,,180
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Common errors included students not being able to recognise that Return on Assets refers to profit rather than revenue.,,181
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,182
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"A decline in ROA indicates that the business is becoming less profitable, as they are earning less net profit per dollar of total assets owned, and thus, assets are being used less effectively. This could suggest the business is holding onto assets that are redundant and not helping in revenue-earning significantly, and/or are creating excess expenses, which are concerning issues that should be addressed.",,183
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers should ensure that students are able to review trends in accounting indicators and are able to explain the implications of those trends.,,184
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students were required to explain how both Sales and the Asset Turnover may increase while the Return on Assets declined.,,185
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for identifying a faster Asset Turnover indicating that the business had developed a greater ability to generate sales from its assets.,,186
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for identifying that the business was experiencing a decrease in its net profit margin.,,187
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for the identification of worsening expense control by the business.,,188
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Higher-scoring responses were able to explain the relationship between Asset Turnover and Return on Assets. As Sales are increasing, the business and Asset Turnover have increased, therefore the business should have experienced an increase in its Return on Assets. But the decrease in the Return on Assets is an indication that there has been a decrease in the Net Profit Margin of the business and therefore the business has worsening expense control.",,189
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included students being unable to demonstrate an understanding of the Asset Turnover and Return on Assets. Some students displayed an understanding of the Asset Turnover and Return on Assets, but could not explain the relationship between them.",,190
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,191
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"The main difference between ATO and ROA is the consideration of expenses. As sales are increasing while average total assets remain similar or increasing at a slower rate, the ATO will increase. ROA is decreasing even though ATO is increasing, it indicates the business' expense control has worsened significantly and NPM is decreasing. Therefore, the business is retaining less net sales as net profit proportionately, due to expenses, such as depreciation, cost of sale or advertising, which are increasing at a greater rate than sales. Also, ROA is unlikely to improve soon unless expense control is improved.",,192
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers should ensure that students are made aware of the relationships between accounting indicators.,,193
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students were required to explain how Sales meet the definition of an accounting element.,,194
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for referring to revenue as the relevant accounting element.,,195
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for an increase in assets (bank or accounts receivable).,,196
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for an increase in owner's equity that is not a contribution by the owner.,,197
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses were able to identify revenue as the accounting element. They applied the definition of revenue to Sales and accurately referred to the increase in assets being due to an increase in bank or accounts receivable.,,198
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included students not identifying that revenue was the accounting element, although they provided a rote definition of revenue, and not referring to the increase in assets being bank or accounts receivable. Other students referred to an accounting assumption, including accrual basis, rather than an accounting element.",,199
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,The following is an example of a high-scoring student response.,,200
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Revenue,,201
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Sales indicates an inflow of economic benefit, thus being a revenue. It increases Assets through either Bank or Accounts Receivable and subsequently increases Owner's Equity by increasing Net Profit. It is also not related to any contributions made by the owner.",,202
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students should revise accounting elements. They should be able to identify the appropriate element and provide evidence to support their response.,,203
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students were required to record the necessary adjustments in the General Journal. These adjustments included balance day adjustments and the receipt of a deposit from a customer. Narrations were not required.,,204
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,General Journal,,205
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Inventory $1 000.,,206
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Inventory Gain $1 000.,,207
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Wages Expense $1 600.,,208
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accrued Wages Expense $1 600.,,209
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Insurance Expense $400.,,210
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Prepaid Insurance Expense $400.,,211
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Depreciation of Equipment $2 500.,,212
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accumulated Depreciation of Equipment $2 500.,,213
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Electricity Expense $300.,,214
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accrued Electricity Expense $300.,,215
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Bank $800.,,216
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Unearned Sales Revenue $800.,,217
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Higher-scoring responses used correct titles for the General Ledger accounts, including using the asset name (equipment) for the depreciation entry. They were able to calculate the accrued wages expense, insurance expense, depreciation and accrued electricity expense. They were also able to recognise that the deposit received from the customer is recorded as unearned sales revenue.",,218
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Common errors included students recording:,,219
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Accrued Wages Expense of $800, not recognising that there were two days of accrued wages expense",,220
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Insurance Expense as $4 800, not recognising that the business reports monthly",,221
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Depreciation of Equipment of $2 250, but not including the $15 000 of equipment purchased on 1 October 2025",,222
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Unearned Sales Revenue as Unearned Revenue.,,223
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers must ensure that students have opportunity to practise recording balance day adjustments. They need to be able to calculate the expense incurred when a prepaid expense is consumed or an accrued expense incurred.,,224
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students were required to prepare the Current Liabilities section of the Balance Sheet as at 31 October 2025.,,225
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Balance Sheet (extract) as at 31 October 2025,,226
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accounts Payable $42 000 and GST Clearing $2 350.,,227
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accrued Electricity Expense $300.,,228
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accrued Wages Expense $1 600.,,229
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Unearned Sales Revenue $ 800.,,230
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Higher-scoring responses recognised that Accrued Electricity Expense, Accrued Wages Expense and Unearned Sales Revenue were required from the adjustments in the previous question.",,231
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included students reporting Accounts Payable and GST Clearing, without including current liabilities from the balance day adjustments. They included revenues and expenses that are included in a Balance Sheet.",,232
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Students should practise the preparation of accounting reports. They should be able to prepare extracts of accounting reports, as well as the full reports.",,233
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students were required to calculate the depreciation of the traded-in van to 31 December 2024. One mark was awarded for calculating it at $3 000.,,234
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Calculation,,235
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,= 15% * $40 000,,236
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,= $6 000,,237
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,6 months of depreciation = $6 000 ÷ 2,,238
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,= $3 000 is the depreciation of the traded-in van to 31 December 2024.,,239
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Higher-scoring responses recognised that the traded-in van was held by the business for six months of the year and applied a depreciation rate of 15% to the cost of the asset.,,240
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,"Common errors included students not being able to apply the 15% depreciation rate to the traded-in van that has held for six months of the year. Other students incorrectly included the accumulated depreciation expense over the life of the van, rather than the depreciation expense.",,241
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Teachers must show students how to use reading time effectively so that the question that is being asked is specifically addressed and responded to accurately.,,242
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Students were required to complete the Disposal of Delivery Van account in the General Ledger on 31 December 2024.,,243
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,Disposal of Delivery Van,,244
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Delivery Van originally costing $40 000.,,245
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Accumulated Depreciation of Delivery Van being $31 000.,,246
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Profit on Disposal of Delivery Van being $1 000 (including $41 000 totals).,,247
Business and Economics,Accounting,Year 12,Final Exam,Post Exam Report,2025,,VCEACER,VCEACERGC,General Comments,,One mark was awarded for Delivery Van $10 000.,,248
