SubjectArea,Subject,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,SectionCode,SectionHeader,SectionHeaderDescription,SectionHeaderContent,ReportCoverage,Sequence
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"However, the advent and proliferation of information and communication technology (ICT), which refers to the technology used to store and distribute information, such as phones, computers, and televisions, have completely altered the definition of community. This is because they defy geographical boundaries, subsequently enabling individuals to foster relationships on a communal basis across the globe. In the aftermath of the invention of these technologies, sociologist Michel Maffesoli devised the concept of neo-tribes, or dynamic and loosely-formed communities where members are brought together by a shared interest in seeking a sense of belonging.",,113
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 10a.,,114
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"This question required students to describe the movement in the representation and provide evidence to support their description. Many students were able to correctly classify the movement as reformative; however, their descriptions were not always accurate. Some students mistakenly discussed the number of people involved in the movement rather than discussing who the movement was targeting. Students are reminded to use Aberle's two questions when classifying movements.",,115
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Who is the movement targeting (individuals or groups/society)?,,116
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,How big is the change being advocated for (limited or radical)?,,117
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to:,,118
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"correctly describe the movement as reformative (seeking limited change, targeting a group)",,119
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,use evidence from the representation to support their description.,,120
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that has used evidence effectively to support their description:,,121
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"In Rep 4, the type of social movement (Aberle, 1966) that this is a reformative movement as it is seeking limited change, being that the ""Fitzroy pool"" (Rep 4) is not closed down as it affects the society as it involves the ""city of Yarra"" (Rep 4).",,122
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 10b.,,123
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"This question required students to identify when the movement in the representation was in emergence, coalescence, bureaucratisation and decline, using evidence from the representation. Higher-scoring responses clearly stated the stages of the movement followed by evidence from the representation.",,124
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to correctly identify evidence that the movement:,,125
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,was in the emergence stage,,126
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,was in the coalescence stage,,127
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,was in the bureaucratisation stage,,128
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,was in the decline stage.,,129
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that has used evidence effectively to support the description:,,130
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Emergence...occurred when ""local residents [...] joined together to fight the closure"" after finding out that ""it was decided to close the pool and sell the site"".",,131
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Coalescence...occurred as ""two thousand locals turned up to hear speakers"".",,132
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Bureaucratisation...can be seen as ""subcommittees worked on media attention, finding legal challenges and dismantling the council's economic rationalism argument"".",,133
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Decline...can be seen when the ""City of Yarra committed to reopening the pool"", and thus achieving its goals.",,134
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 10c.,,135
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,This question required students to examine how power was used by the movement in the representation to achieve its aims. Many students were able to correctly identify that power was used by the movement but did not go on to discuss its influence in achieving the movement's aims.,,136
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Many students mistakenly discussed the research of Chenoweth, who looked at the impact of violent and non-violent methods on the success of movements. While it is possible to link power to these actions, Chenoweth's research does not address this directly.",,137
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to:,,138
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,correctly identify the aims of the movement as the reopening of the Fitzroy pool,,139
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,examine how the movement used power to achieve its goal,,140
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,use evidence from the representation.,,141
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that has effectively linked the use of power to the movement achieving its aims.,,142
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Power refers to the ability to impose one's will on others, even if they resist in some ways. French and Raven (1959, Raven 1965) theorized 6 types of power. In Rep 4, the type of power that the social movement used is informational power, they used this by having a ""20 page report was researched, written and given to the media"" (Rep 4). In doing so, it spreads public awareness of the issue and lead to the specific information they want known to be rewarded and help achieve their desired change to reopen the Fitzroy pool.",,143
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Question 11,,144
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"This question required students to examine how a current movement's stage influenced their ability to make social change. Some students discussed movements that are in decline, such as Just Stop Oil and #StopAdani, which are not considered to be current. Many students were able to identify the stage of the social movement and discuss the social change achieved without making connections between the two.",,145
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Students are reminded when choosing their social movement that the study design does not refer to organisations but only social movements, and therefore:",,146
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"intergovernmental organisations such as the United Nations are not considered a social movement, but may support social movements",,147
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"political parties such as the Legalise Cannabis Political party are not considered a social movement, but may support social movements.",,148
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Teachers are reminded of the 'interrelated components' (in the study design) of the nature and purpose of social movements and ensure that these are explored in class.,,149
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,To be awarded full marks students needed to:,,150
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,provide a contention about the impact of the stage on social change,,151
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"provide an overview of the social movement (e.g. type, stage, aims, opposition)",,152
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,demonstrate an understanding of the life cycle of social movements,,153
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,analyse the connection between the stage of social movement and social change,,154
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,synthesise a range of relevant evidence/sources to draw conclusions.,,155
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,Higher-scoring responses:,,156
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"provided a detailed description of a current social movement, including its aims, type and opposition",,157
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,correctly classified the stage the movement is in,,158
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,provided examples of social change achieved by the movement,,159
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,connected the current stage of the social movement to the social change achieved,,160
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,drew from multiple sources to support their analysis.,,161
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,The following is an example of a high-scoring response that has connected the stage of the movement to the social change achieved.,,162
Humanities,Sociology,Year 12,Final Exam,Post Exam Report,2025,,VCESOER,VCESOERGC,General Comments,,"Due to being in the bureaucratisation, Animals Australia have more potent, formal uses of power (the ability to impose one's will on another). Bureaucratisation occur when a movement consolidates into a highly organised hierarchy, seen in AA having paid ""board members"" (AA.org, 2025). The high level of organisation have allowed for formal, systematic use of power such a coercive power...punishing the Australian government for failing to ban the live export through humiliation, using ""covered camera"" (ABC News in-depth, 2023) to capture and expose footage of animals being ""kicked and dragged"" (ABC News in-depth, 2023) on ships. Bureaucratisation has allowed for the high levels of organization needed to conduct their operation, thus, the movement's successful usage of power can be attributed to it. With the Australian government banning the live export of sheep from 2028, AA's usage of formal power derived from bureaucratisation has empowered it to do so.",,163
