SubjectArea,Subject,Band,Unit,AreaofStudy,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,The value of collaboration and discussion,,1,8
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Collaborate on the processes of writing with peers and teachers through discussion and feedback,,1,8
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"Standard and non-standard conventions of language, including syntax, punctuation and spelling.",,1,9
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Recognise and comment on vocabulary, text structures, language features and ideas used in effective writing",,1,9
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Reflect on and share the implications of authorial choices made in their own writing and in the writings of others,,1,10
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Apply standard and non-standard conventions of language, including syntax, punctuation and spelling, as appropriate.",,1,11
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Assessment,,1,12
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,The award of satisfactory completion for a unit is based on whether the student has demonstrated the set of outcomes specified for the unit. Teachers should use a variety of learning activities and assessment tasks that provide a range of opportunities for students to demonstrate the key knowledge and key skills in the outcomes.,,1,13
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"The areas of study, including the key knowledge and key skills listed for the outcomes, should be used for course design and the development of learning activities and assessment tasks. Assessment must be a part of the regular teaching and learning program and should be completed mainly in class and within a limited timeframe.",,1,14
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,All assessments at Units 1 and 2 are school-based. Procedures for assessment of levels of achievement in Units 1 and 2 are a matter for school decision.,,1,15
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,English students,,1,16
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,For this unit students are required to demonstrate two outcomes. As a set these outcomes encompass the areas of study in the unit.,,1,17
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Suitable tasks for assessment in this unit may be selected from the following:,,1,18
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,A personal response to a set text,,1,19
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Two student-created texts such as: short stories, speeches (with transcripts), essays (comment, opinion, reflective, personal), podcasts (with transcripts), poetry/songs, feature articles (including a series of blog postings) and memoirs",,1,20
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,A description of writing processes.,,1,21
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Where teachers allow students to choose between tasks they must ensure that the tasks they set are of comparable scope and demand.,,1,22
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,EAL students,,1,23
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,For this unit students are required to demonstrate two outcomes. As a set these outcomes encompass the areas of study in the unit.,,1,24
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Suitable tasks for assessment in this unit may be selected from the following:,,1,25
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,A personal response to a set text,,1,26
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,A note-form summary of key connections and ideas within the set text,,1,27
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Two student-created texts such as: short stories, speeches (with transcripts), essays (comment, opinion, reflective, personal), podcasts (with transcripts), poetry/songs, feature articles (including a series of blog postings) and memoirs",,1,28
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"A set of annotations on the student-created texts, identifying the qualities of effective writing.",,1,29
English,English,Year 11,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS21OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Where teachers allow students to choose between tasks they must ensure that the tasks they set are of comparable scope and demand.,,1,30
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,Inferential reading and viewing strategies,,1,1
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Build inferential reading and viewing strategies,,1,1
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"Ideas, concerns and tensions in a text",,1,2
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Read and engage with a text for meaning,,1,2
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"Vocabulary, text structures and language features in a text used to construct meaning",,1,3
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Discuss and analyse ideas, concerns and tensions presented in a text",,1,3
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"The historical context, and the social and cultural values in a text",,1,4
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Discuss and analyse the specific vocabulary, text structures and language features in text, including the use of appropriate metalanguage, and how these aspects create meaning",,1,4
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,Strategies and techniques for constructing and supporting analytical writing in response to a text,,1,5
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Respond to a set topic,,1,5
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"The conventions of small group and whole class discussion, including ways of developing constructive interactions and building on the ideas of others in discussion",,1,6
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Construct analytical writing in response to a text, including the use of appropriate evidence from the text",,1,6
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,The conventions of discussion and debate,,1,7
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Use appropriate strategies to review and edit the writing,,1,7
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"The conventions of syntax, punctuation and spelling of Standard Australian English.",,1,8
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Listen attentively and respond appropriately to others’ views during discussion,,1,8
English,English,Year 11,Unit 2,Area of Study 1 - Reading and exploring texts,VCEE11AS12OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Use the conventions of syntax, punctuation and spelling of Standard Australian English.",,1,9
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"An understanding of contention and supporting arguments, including:",,1,1
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Summarise the key points in arguments using skills such as note-taking and annotation,,1,1
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,Sequence and structure,,1,2
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Identify, explore and apply:",,1,2
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,Use of supporting evidence,,1,3
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,The intent and logical development of contention and supporting arguments,"identify, explore and apply:",2,3
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,Language,,1,4
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,The evidence used by authors to support arguments,"identify, explore and apply:",2,4
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,Techniques and strategies,,1,5
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,The strategies used by authors to position an intended audience,"identify, explore and apply:",2,5
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,The role of visuals in supporting argument,,1,6
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,The language used by authors to position an intended audience,"identify, explore and apply:",2,6
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,The ways authors employ arguments to position intended audiences,,1,7
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,The visuals used to position an audience,"identify, explore and apply:",2,7
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"The elements of audio and audio visual texts that contribute to a persuasive effect including intonation, volume, pace, pausing and stress",,1,8
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,The ways an audience is positioned,"identify, explore and apply:",2,8
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,The impact of context on the presentation of arguments,,1,9
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"The elements of spoken language that can contribute to persuasion including intonation, volume, pace, pausing and stress","identify, explore and apply:",2,9
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,The conventions of discussion and debate such as active listening and questioning,,1,10
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Apply the conventions of discussion and debate,,1,10
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,The features of an analytical response to texts that present an argument,,1,11
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Use appropriate evidence to support analytical writing,,1,11
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,The features of a point of view text for oral presentation,,1,12
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Extend individual capacity to use language confidently,,1,12
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"The conventions of syntax, punctuation and spelling of Standard Australian English.",,1,13
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Acquire and apply relevant metalanguage,,1,13
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Develop an analysis of persuasive texts,,1,14
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Draft, review, edit and refine analytical writing using feedback gained from individual reflection, and peer and teacher feedback",,1,15
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Develop sound and sequential argument, including appropriate use of evidence and language",,1,16
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Plan, draft and refine a point of view text for oral presentation",,1,17
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"Apply the conventions of syntax, punctuation and spelling of Standard Australian English.",,1,18
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Assessment,,1,19
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,The award of satisfactory completion for a unit is based on whether the student has demonstrated the set of outcomes specified for the unit. Teachers should use a variety of learning activities and assessment tasks that provide a range of opportunities for students to demonstrate the key knowledge and key skills in the outcomes.,,1,20
English,English,Year 11,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS22OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"The areas of study, including the key knowledge and key skills listed for the outcomes, should be used for course design and the development of learning activities and assessment tasks. Assessment must be a part of the regular teaching and learning program and should be completed mainly in class and within a limited timeframe.",,1,21
