SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS3,Area of Study 3 - Sanctions,Outcome 3,DetailedExampleStep,Bullet,Rehabilitation.,"Create a glossary of the purposes of sanctions, defining each of the following terms in the context of sanctioning a convicted criminal:",,,27
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS3,Area of Study 3 - Sanctions,Outcome 3,DetailedExampleStep,Bullet,Rank the five purposes of sanctions in terms of severity.,,,,28
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS3,Area of Study 3 - Sanctions,Outcome 3,DetailedExampleStep,Bullet,"Include in the glossary definitions of the three types of sanctions: fines, community correction orders, imprisonment. Also include an outline of the respective purposes and operation of each, focusing on all aspects of each sanction. For example: non-parole periods, standard and special conditions of a community corrections order.",,,,29
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS3,Area of Study 3 - Sanctions,Outcome 3,DetailedExampleStep,Bullet,"Create a list of factors that influence sentencing decisions, including aggravating and mitigating factors, guilty pleas and victim impact statements. Add an explanation of each of these.",,,,30
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS3,Area of Study 3 - Sanctions,Outcome 3,DetailedExampleStep,Bullet,"Research TWO recent sentencing decisions of the County and / or Supreme Courts of Victoria. For each decision, summarise the type of offence, the sanction issued, and relevant purposes and factors referred to in the sentencing judgement.",,,,31
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS3,Area of Study 3 - Sanctions,Outcome 3,DetailedExampleStep,Bullet,"Present an oral summary of the two cases, highlighting relevant sanctions and the purposes of each sanction. Include an assessment of whether or not each sentence / sanction is likely to achieve its purpose.",,,,32
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Revise the essential concepts and principles of civil law: names of the parties to a civil action; definition of civil law; relevant burden and standards of proof; roles and composition of juries in civil trials and remedies available to the plaintiff in a civil action.,,,,1
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,"Prepare a report on current negligence cases involving former AFL players suing the Australian Football League for negligence, claiming that the AFL breached their duty of care in not providing a safe working environment, resulting in ongoing concussion.",,,,2
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Prepare a summary of the major types of civil action with an actual or hypothetical example of each; for example:,,,,3
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Negligence: former AFL players suing their clubs and the AFL for head injuries,Prepare a summary of the major types of civil action with an actual or hypothetical example of each; for example:,,,4
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Defamation: Ben Roberts-Smith case,Prepare a summary of the major types of civil action with an actual or hypothetical example of each; for example:,,,5
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Nuisance,Prepare a summary of the major types of civil action with an actual or hypothetical example of each; for example:,,,6
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Trespass,Prepare a summary of the major types of civil action with an actual or hypothetical example of each; for example:,,,7
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Breach of contract: Israel Folau's dispute with the Australian Rugby Union.,Prepare a summary of the major types of civil action with an actual or hypothetical example of each; for example:,,,8
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,"Using an actual case in which the plaintiff was successful, highlight each of the following elements of a civil action that a plaintiff must establish to prove defendant liability:",,,,9
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,The plaintiff's civil rights have been wronged by the defendant; e.g. plaintiff was owed a duty of care by the defendant and the defendant was negligent in upholding that duty of care; plaintiff had a contractual relationship with the defendant and the defendant did not meet their contractual obligations (breach),"Using an actual case in which the plaintiff was successful, highlight each of the following elements of a civil action that a plaintiff must establish to prove defendant liability:",,,10
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,The acts of the defendant were the cause of the loss that the plaintiff has claimed (causation),"Using an actual case in which the plaintiff was successful, highlight each of the following elements of a civil action that a plaintiff must establish to prove defendant liability:",,,11
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,"The plaintiff has established that they have suffered a loss that is recognised by the law (financial, emotional, psychological, physical) for which they can claim a remedy (see Area of Study 2).","Using an actual case in which the plaintiff was successful, highlight each of the following elements of a civil action that a plaintiff must establish to prove defendant liability:",,,12
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,"To learn about limitation of actions, research why limits are placed on the time that possible plaintiffs can commence legal action and what these limits are. Then link these to the principles of justice.",,,,13
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Discuss the following: Who can commence a civil action? Who can sue and be sued in a civil action? Why are parties not directly involved in the alleged wrong of a civil action able to be sued? What does the principle of vicarious liability mean?,,,,14
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Research two areas of civil law using examples of recent cases and noting for each:,,,,15
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,What rights are protected by these areas of civil law,Research two areas of civil law using examples of recent cases and noting for each:,,,16
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,What a plaintiff must prove to establish the elements of liability in a civil action in these areas of civil law,Research two areas of civil law using examples of recent cases and noting for each:,,,17
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Relevant limitation of actions periods for each area of civil law,Research two areas of civil law using examples of recent cases and noting for each:,,,18
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,"Possible defences a defendant could use to disprove liability - voluntary assumption of risk, contributory negligence",Research two areas of civil law using examples of recent cases and noting for each:,,,19
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Bullet,Possible remedies that a plaintiff could seek in these areas of civil law (must include two different remedies).,Research two areas of civil law using examples of recent cases and noting for each:,,,20
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,Activity,Paragraph,"Use hypothetical scenarios to assist with this exercise; for example, cases involving negligence and defamation.",,,,21
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExample,Paragraph,Negligence and the AFL,,,,22
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Paragraph,"Students prepare a report on current negligence cases involving former AFL players suing the Australian Football League for negligence, claiming that the AFL breached their duty of care in not providing a safe working environment, resulting in ongoing concussion.",,,,23
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Paragraph,Using the principles of the civil law of negligence students answer the following questions:,,,,24
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,Who are the plaintiff(s)?,,,,25
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,What is a representative proceeding?,,,,26
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,Who is the defendant in the action?,,,,27
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,What is the legal wrong claimed by the plaintiff(s)?,,,,28
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,What evidence have the plaintiff(s) used to establish that the defendant has committed a civil wrong?,,,,29
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,What is the loss that the plaintiff(s) claim they have suffered? What do they argue is the link between the actions of the defendant and their loss?,,,,30
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,What remedy have the plaintiff(s) sought?,,,,31
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Paragraph,Students research the contract dispute between Israel Folau and Rugby Australia and answer the following questions:,,,,32
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,What is a contract? What legal obligations does it impose?,,,,33
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,What is a breach of contract?,,,,34
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,Why did Rugby Australia claim that Israel Folau had breached his contract?,,,,35
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,What was Israel Folau's legal argument?,,,,36
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS1,Area of Study 1 - Civil liability,Outcome 1,DetailedExampleStep,Bullet,How was the civil dispute resolved?,,,,37
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Paragraph,The principles of justice and experiences of the civil justice system,,,,1
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,"With reference to actual cases and the principles of justice, discuss the difficulties that the civil justice system has in delivering speedy, affordable justice.",,,,2
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,"Investigate other methods used to resolve a civil dispute in Victoria: mediation, conciliation and arbitration. Create a table explaining the processes and advantages and disadvantages of each.",,,,3
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,Research the role of VCAT and consider the following questions: Why was it created? What is its civil jurisdiction? How might VCAT overcome some of the major weaknesses of traditional court-based methods of dispute resolution?,,,,4
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,Research the roles and functions of Victoria's ombudsman as well as other ombudsmen and complaints bodies.,,,,5
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,Prepare a diagram summarising the civil jurisdiction of Victoria's courts - both original and appellate.,,,,6
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,"Summarise the role of the jury in a civil trial noting that a jury is: optional at the request of either plaintiff or defendant, smaller than a criminal jury, required to make a finding of liability on a lesser standard of proof with the exception of defamation cases, asked to make a ruling on damages awarded to a successful plaintiff. Construct a poster showing the role of a jury in a civil case.",,,,7
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,"Investigate the strengths and weaknesses of juries in civil trials by researching the percentage of civil cases where juries are requested by (a) plaintiff or (b) defendant. Use this information to respond to the following statement in a written task: Juries are rarely used in civil trials; however, must be used in criminal trials.",,,,8
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,"With reference to the principles of justice, research the difficulties faced by different groups in the civil justice system.",,,,9
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Paragraph,Remedies,,,,10
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,Create a glossary of the major types of civil remedies include the following terms:,,,,11
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,Damages,Create a glossary of the major types of civil remedies include the following terms:,,,12
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,Compensatory,Create a glossary of the major types of civil remedies include the following terms:,,,13
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,"General, specific and aggravated",Create a glossary of the major types of civil remedies include the following terms:,,,14
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,"Nominal, punitive and contemptuous",Create a glossary of the major types of civil remedies include the following terms:,,,15
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,Injunctions - restrictive and mandatory.,Create a glossary of the major types of civil remedies include the following terms:,,,16
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,"Purposes of remedies: to explore the key purpose of remedies (which is to restore the plaintiff to the position they were in before the acts of the liable defendant) discuss the extent to which a monetary award can fully compensate plaintiffs in civil actions, especially negligence and defamation where a plaintiff suffers continuing physical and / or psychological harm. Refer again to the defamation trials of Geoffrey Rush, Rebel Wilson and Ben Roberts-Smith.",,,,17
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,Choose two cases of defamation to explore in greater depth.,,,,18
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,"Research the damages awarded to NRL player Andrew Ettinghausen for the unauthorised publication of an unsolicited photograph, and the appeal that followed the jury's decision.",,,,19
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,Distinguish damages from injunctions by studying hypothetical scenarios that highlight when injunctions are a more appropriate remedy. Research injunctions sought to prevent ABC Television airing a 'Four Corners' programme about cosmetic surgeon Daniel Lanzer in 2021.,,,,20
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,Activity,Bullet,Consider case studies of civil cases and whether the remedies applied achieved their purpose.,,,,21
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExample,Paragraph,Exploration of defamation cases,,,,22
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Paragraph,Students look at two civil cases where the plaintiff was successful and complete a set of activities and written tasks. Possible cases to investigate might be:,,,,23
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,Geoffrey Rush's defamation action,,,,24
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,Rebel Wilson's defamation action,,,,25
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,An AFL player who successfully sues for loss of quality of life because of ongoing concussion,,,,26
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,The destruction of a heritage listed building after its owner ignored an injunction to prevent its demolition,,,,27
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,"The award of $3,000,000.00 to a 25-year-old male who became a quadriplegic due to negligent driving of the defendant",,,,28
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,The award of damages to pay for the rebuilding a kitchen following negligent building works by a builder.,,,,29
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Paragraph,Students respond to the following:,,,,30
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,Outline the scenario and the findings of the court.,,,,31
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,What remedies and damages were asked for by the plaintiff in the case?,,,,32
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,What remedies and damages were applied?,,,,33
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,Identify the key purpose of the remedies applied in this case.,,,,34
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,Outline the types of damages that can be awarded to a successful plaintiff in such cases.,,,,35
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,Describe two major types of injunction that can be awarded in a civil case in Victoria.,,,,36
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,Discuss the ability of damages to achieve their intended purposes in two the following cases and scenarios.,,,,37
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Paragraph,Students consider the following statement:,,,,38
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,"Damages, being an award of money, can never truly restore a successful plaintiff to the position they were in before the wrongs of defendants.",,,,39
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS2,Area of Study 2 - Remedies,Outcome 2,DetailedExampleStep,Bullet,To what extent do you agree?,,,,40
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,"Conduct research about and develop a definition of 'human rights', looking at their evolution since World War 2.",,,,1
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,Read the Universal Declaration of Human Rights and rate Australia's recognition and protection of human rights as stated in the Declaration on a scale of 1 to 10 for each stated human right. Identify which groups in Australia suffer from limited human rights and provide evidence for this.,,,,2
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,Research the express and implied rights written into the Australian Constitution. Debate whether or not Australia requires a constitutional Bill of Rights.,,,,3
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,"Research the annual surveys about human rights in nations around the world, as conducted by groups such as Amnesty International and Human Rights Watch. Discuss how Australia is ranked in these surveys. What are its human rights 'strengths and weaknesses'?",,,,4
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,Research the rights recognised in Victoria by the Victorian Charter of Human Rights and Responsibilities (known as The Charter). Consider and debate the importance of these rights.,,,,5
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,"Using other sources of human rights in Australia, research one human right protected by common law and one human right protected by a state or federal statute. Suggested common law rights include:",,,,6
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,The presumption of innocence and the prosecution carrying the burden of proof,"Using other sources of human rights in Australia, research one human right protected by common law and one human right protected by a state or federal statute. Suggested common law rights include:",,,7
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,The right to silence,"Using other sources of human rights in Australia, research one human right protected by common law and one human right protected by a state or federal statute. Suggested common law rights include:",,,8
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,The privilege against self-incrimination,"Using other sources of human rights in Australia, research one human right protected by common law and one human right protected by a state or federal statute. Suggested common law rights include:",,,9
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,A presumption against construing laws to allow for arbitrary or unrestricted power,"Using other sources of human rights in Australia, research one human right protected by common law and one human right protected by a state or federal statute. Suggested common law rights include:",,,10
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,A tradition of independent judicial review of law and executive action,"Using other sources of human rights in Australia, research one human right protected by common law and one human right protected by a state or federal statute. Suggested common law rights include:",,,11
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,The provision of reasons for judicial decisions,"Using other sources of human rights in Australia, research one human right protected by common law and one human right protected by a state or federal statute. Suggested common law rights include:",,,12
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,Respect for legal professional privilege.,"Using other sources of human rights in Australia, research one human right protected by common law and one human right protected by a state or federal statute. Suggested common law rights include:",,,13
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,"Following identification of these rights, draw a Venn diagram of the protection of human rights in Victoria by Commonwealth and State statutes, the Constitution and the Victorian Charter. Evaluate the effectiveness and scope of human rights protection in Australia.",,,,14
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,"In groups, undertake a research assignment about a contemporary human rights issue in Australia. Examples include: treatment of Indigenous Australians in prison, processing of asylum seekers, workplace rights of migrant workers, legal recognition of members of transgender community, disability rights, children's rights. In the research, focus on the following matters:",,,,15
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,The human rights that are considered at risk,"In groups, undertake a research assignment about a contemporary human rights issue in Australia. Examples include: treatment of Indigenous Australians in prison, processing of asylum seekers, workplace rights of migrant workers, legal recognition of members of transgender community, disability rights, children's rights. In the research, focus on the following matters:",,,16
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,The applicable law in Australian in relation to the area,"In groups, undertake a research assignment about a contemporary human rights issue in Australia. Examples include: treatment of Indigenous Australians in prison, processing of asylum seekers, workplace rights of migrant workers, legal recognition of members of transgender community, disability rights, children's rights. In the research, focus on the following matters:",,,17
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,The relevant human rights conflicts,"In groups, undertake a research assignment about a contemporary human rights issue in Australia. Examples include: treatment of Indigenous Australians in prison, processing of asylum seekers, workplace rights of migrant workers, legal recognition of members of transgender community, disability rights, children's rights. In the research, focus on the following matters:",,,18
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,Possible legal reforms to the area to promote human right,"In groups, undertake a research assignment about a contemporary human rights issue in Australia. Examples include: treatment of Indigenous Australians in prison, processing of asylum seekers, workplace rights of migrant workers, legal recognition of members of transgender community, disability rights, children's rights. In the research, focus on the following matters:",,,19
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,An applicable case study of the human rights in question.,"In groups, undertake a research assignment about a contemporary human rights issue in Australia. Examples include: treatment of Indigenous Australians in prison, processing of asylum seekers, workplace rights of migrant workers, legal recognition of members of transgender community, disability rights, children's rights. In the research, focus on the following matters:",,,20
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,"Undertake a research assignment based on the following statement and assess the degree to which human rights are recognised and protected for Australians: 
'Australia should be rightly proud of its human rights record; however, its record is not perfect'.",,,,21
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,Activity,Bullet,Consolidate all research and discussion about human rights by completing a set of activities on the topic.,,,,22
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,DetailedExample,Paragraph,Ranking human rights,,,,23
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,DetailedExampleStep,Paragraph,"To consolidate all previous research and discussion about human rights, complete the following set of activities on the topic.",,,,24
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,DetailedExampleStep,Bullet,"Using the information provided by Human Rights Watch and / or Amnesty International, list the ten states rated as best upholding human rights and the ten states ranked as the worst violators of human rights.",,,,25
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,DetailedExampleStep,Bullet,"Using the human rights information provided about Australia, identify the human rights that Australia strongly upholds and those rights and groups within Australia that are seen as lacking sufficient human rights protection.",,,,26
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,DetailedExampleStep,Bullet,"Use this information to develop an understanding of the methods by which human rights are protected in Australia through its Constitution, Statutes / Charters, and common law, and to make an assessment of the effectiveness of Australia's legal protection of human rights.",,,,27
Business and Economics,Legal Studies,Year 11,Unit 2,VCELSU2AS3,Area of Study 3 - Human rights,Outcome 3,DetailedExampleStep,Bullet,Make a list of 10 nations that have a Bill of Rights and compare the effectiveness of their protection of human rights to that of Australia.,,,,28
Business and Economics,Legal Studies,Year 12,Unit 3,VCELSU3AS1,Area of Study 1 - The Victorian criminal justice system,Outcome 1,Activity,Bullet,Develop a glossary of key legal terms and definitions to be used throughout Unit 3.,,,,1
