SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
English,Literature,Year 11,Unit 2,VCELIU2AS1,Area of Study 1 - Voices of Country,Outcome 1,DetailedExampleStep,Bullet,"Working in pairs or groups, begin to consolidate an understanding of postcolonialism by developing an interpretation of an extract from a studied text to present to the class. (Teacher can scaffold this by modelling an interpretation of an extract with students posing questions about the process.) Working collaboratively, the class develops and documents a process for annotating and then interpreting an extract from a set text.",,,,56
English,Literature,Year 11,Unit 2,VCELIU2AS1,Area of Study 1 - Voices of Country,Outcome 1,DetailedExampleStep,Bullet,"Collaboratively construct a scaffold to work with postcolonial theory and ideas. For example, develop a set of key quotes and / or definitions about postcolonialism.",,,,57
English,Literature,Year 11,Unit 2,VCELIU2AS1,Area of Study 1 - Voices of Country,Outcome 1,DetailedExampleStep,Bullet,Apply a developing understanding of postcolonialism to a written analysis of an extract.,,,,58
English,Literature,Year 11,Unit 2,VCELIU2AS1,Area of Study 1 - Voices of Country,Outcome 1,DetailedExampleStep,Bullet,"Teacher assigns a significant passage from a set text, and guides the analysis through focus questions so that students begin to find their voice in this work.",,,,59
English,Literature,Year 11,Unit 2,VCELIU2AS1,Area of Study 1 - Voices of Country,Outcome 1,DetailedExampleStep,Bullet,"Following this scaffolded work, write an interpretation of a set text from a postcolonial perspective, addressing a topic that sits within a specific area of focus (students might choose to write their own topics).",,,,60
English,Literature,Year 11,Unit 2,VCELIU2AS1,Area of Study 1 - Voices of Country,Outcome 1,DetailedExampleStep,Bullet,"Individually or in groups, deliver oral presentations that explore the role of postcolonial thought in the reading of a set text(s). This can be a personal reflection and / or an exploration of the journey taken through the area of study.",,,,61
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,Activity,Bullet,"Learn the outcome's key terms (social, historical and cultural context, ideas and concerns) by responding to statements (Agree / Disagree / Philosophical Chairs) about your own culture (for example, It is normal for young people to want to travel the world).",,,,1
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,Activity,Bullet,"List at least three ideas and/or concerns about yourself and / or the world around you and compare these to those of a fellow student. Discuss how these ideas and concerns affect your lives, and how what you read or see can challenge your own social and cultural context.",,,,2
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,Activity,Bullet,Discuss and analyse a text in class.,,,,3
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExample,Paragraph,Discuss and analyse a text in class,,,,4
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Paragraph,"Students reflect on a text they have recently read; for example, a text read in class in a previous area of study, or year, or a popular show on TV, or on streaming services.",,,,5
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Paragraph,Teacher gives the following instructions:,,,,6
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"Choose a text that connects with earlier conversations in class, and which represents a context that you can discuss fluently.",,,,7
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,Make sure you identify with the text.,,,,8
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,Introduce the text to the class through your own context by discussing particular features and moments in the text that might be considered contentious in the light of your contemporary views.,,,,9
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Paragraph,"Describe to the class the text's cultural, historical and social context and how it endorses, challenges or leaves unquestioned aspects of its context. Use evidence to support statements made.",,,,10
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"In pairs, summarise and analyse extracts from the texts with regard to the social, historical and cultural context(s).",,,,11
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"Present the key ideas about these readings to the class, making explicit links between the author, context and text.",,,,12
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"Research the historical, social, cultural, economic, political contexts of the set text and present findings in a linear timeline that establishes links between certain real events and the narrative of the text; for example, the events / personalities in the French Revolution and the events in Dickens' ATale of Two Cities.",,,,13
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"Research the author of a text and identify biographical factors (historical, social, economic, political) that might have had an impact on the context of the text. Using the research, construct an extended piece of writing adopting the role of the author and speculating about the writer's ideas and concerns. This could take the form of a monologue / speech, a letter to a publisher, an interview or diary entry.",,,,14
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"Identify possible links between the author's personal and / or contextual experiences and those narrated in the text. Use evidence from the text to support these links; for example, Kenneth Branagh's childhood experiences and his film Belfast. Present this as a creative Facebook, Twitter or Instagram profile and / or Snap Chat video.",,,,15
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"In groups, work with chapters / scenes from a text or with poetry. Each group develops a chronological chart of the ideas and concerns of the text, inferred by examples of the language. Use a Google doc or other electronic format so that members of each group can contribute to the chart. If this is not available, work with large pieces of paper that can be displayed in the classroom.",,,,16
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"Create a chart of the cultural or social institutions that can be identified in a text, either directly or indirectly. Identify the author's ideas and concerns about these institutions both through their representation and their influence on the narrative; for example, the different ways in which religion is presented in Jeanette Winterson's Oranges are not the only fruit.",,,,17
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"Identify words and sentence constructions from a text that are particular to the time in which the text is written. Research the selected language, identify its meaning and function within the context of the text, and then find its modern or cultural equivalent.",,,,18
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"Develop a character chart that explores the ways an author has created and used character(s) to explore particular ideas and concerns. In these profiles, the ideas and concerns of characters should be established through explicit textual evidence and compared to the ideas and concerns of the text's context. They can also be compared to students' own current, contemporary context.",,,,19
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,Imagine and construct an interview with a character from a text. Create the character's answers using the views and values on particular ideas and concerns that are evident in the text.,,,,20
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"With characters from a text allocated to individual class members, create a panel made up of these characters (in a forum setting). Other class members question the characters about their views on certain social, cultural and historical concerns. 'In character', the panel members answer and debate the questions according to how they are portrayed in the text.",,,,21
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,"Explore the language used to define characters and relationships in the text, considering how the author's choice of structure and form reveals nuance of character (including through dialogue).",,,,22
English,Literature,Year 11,Unit 2,VCELIU2AS2,Area of Study 2 - The text in its context,Outcome 2,DetailedExampleStep,Bullet,Write creatively by reimagining or reconstructing a selected section or event in the text and using the language (including imagery) of the text to create interior monologues or dialogue between characters.,,,,23
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,Activity,Bullet,"Cast the focus text, using contemporary stars and explaining choices. It is also possible to use Disney characters as the casting pool, or anime figures, or Transformers.",,,,1
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,Activity,Bullet,Develop scores for extracts of the text and explain and justify the musical choices made.,,,,2
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,Activity,Bullet,"Make posters of the film version of the text, quoting from the original text to explain and support artistic choices.",,,,3
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,Activity,Bullet,"Write a short blog-style review of the text, including discussion of genre (perhaps making explicit links to the Unit 1 genre study if this is relevant).",,,,4
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,Activity,Bullet,Perform extracts from the focus text and reflect on the differences between these performances and the original. It is also possible to animate an extract of the original text.,,,,5
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,Activity,Bullet,"In groups, produce three-minute elevator pitches for the film version of the original text and present these to the class.",,,,6
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,Activity,Bullet,"Teacher assigns a critical reading through which to consider the original text, and provides time and support for exploration of this reading. In small groups, students develop an interpretation and deeper understanding of the text.",,,,7
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,Activity,Bullet,"Present three-minute elevator pitches for a film version of the text, explaining how this version emphasises the interpretation of the text in the assigned reading.",,,,8
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,Activity,Bullet,"Research and read reviews of the original text, and of the adaptation, presenting summaries of this material to the class (for example, on a shared class OneNote or Google Doc).",,,,9
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,Activity,Bullet,Compare a passage of text with an adaptation of the text.,,,,10
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExample,Paragraph,Comparing text and adaptation,,,,11
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,"Choose a passage from the text, which is considered significant, and annotate this carefully, using different colours for different style features.",,,,12
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,"Annotate screen shots of the adaptation (or extracts, if the adaptation is not a film) aligned with the passage, identifying key elements or features.",,,,13
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,"In small groups, write paragraph responses to the identified passages, exploring the significant style features and analysing form. Present these to the class, using posters, PowerPoint or other digital presentation.",,,,14
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,Discuss ideas and exploration of the selected passages in the original text as well as ways in which decisions were made about the writing - exploring language decisions and structure.,,,,15
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,"As a class, write paragraph responses comparing significant moments in the original text with moments in the adaptation, noting the way form affects content and the communication of meaning.",,,,16
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,"Keep a vocabulary list of verbs, adverbs and adjectives appropriate to the text and also the adaptation, noting overlaps and points of difference in the language that could be used to describe and analyse each text.",,,,17
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,"Using research conducted previously on the two texts (through exploration of reviews and potentially author / creator interviews or articles), present a hotseat interview between the author of the original text and the creator of the adaptation, asking questions about the goals of each. The hotseat interview can focus on a particular passage in the case of the original text and on scenes in the adaptation so students can engage with the goals and intentions through the language and / or the features of the text.",,,,18
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,"Develop a list of language that is useful in both close analysis and in comparative work. This list can be built throughout the year and compiled through a shared format; for example, a list developed on a pinboard or a shared Google doc.",,,,19
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,"Consolidate the work completed so far to develop paragraphs in response to passages. Develop and refine a model for close analysis. Using and adapting the model, write a passage analysis of the original text, focusing on three key moments in the narrative.",,,,20
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,"Consider the corresponding moments in the adaptation and begin to develop a sustained comparative response. Teachers can develop a model for this, using previous student work developed through the exploration of the texts, and can add to the word lists being developed for both close analysis and comparison.",,,,21
English,Literature,Year 12,Unit 3,VCELIU3AS1,Area of Study 1 - Adaptations and transformations,Outcome 1,DetailedExampleStep,Bullet,Choose one extract from the original text and write a comparative response that discusses the way this moment was presented in the adapted text.,,,,22
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"Identify the key conventions of the text's form. For example, for a play, identify conventions such as character, costumes, props, stage directions and so on. Develop a list of key conventions for the text selected for this area of study. The key conventions can be drawn from students' ideas and understandings. (Teachers can add to the list if key conventions are missed; for example, conventions which are unfamiliar to students or are complex and need to be explained and explored.)",,,,1
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,Write initial thoughts about how the text being studied presents and challenges these conventions. Collate these initial thoughts and display or share. Continue to add to and develop this understanding throughout the unit.,,,,2
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,Participate in a class Line Debate to argue which conventions are the most important in the text and why.,,,,3
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"Explore the form's context. For example, if the set text is a Shakespearean play, begin researching the styles of theatre that were popular during Elizabethan England and where Shakespeare and his play fit into this context. Research some of Shakespeare's contemporaries and begin identifying the similarities and differences between Shakespeare and these other playwrights, in terms of style and ideas.",,,,4
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"Determine the historical, social and cultural context of the set text and develop an exploration appropriate to that context.",,,,5
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"Read or watch a range of contextual readings and / or videos about the text's cultural, social and historical context in class and discuss. Take this opportunity to define ideas or events that are unfamiliar or complex.",,,,6
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"Using a Lotus Chart where specific ideas and concerns about the text are identified, navigate through the contextual resources and fill in each square based on the key ideas.",,,,7
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"Reflect on this exploration and identify key connections and differences between the ideas gathered. Share ideas with peers, adding to the Lotus Charts based on discussions.",,,,8
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,Conduct a discussion about views and values. This could be a refresher and connected to work completed in Units 1 and 2 or it could be a new exploration.,,,,9
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,Define and discuss the key terms of views and values and explore the implications of what they could mean when applied to both text and to reader.,,,,10
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,Create and / or review these views and values as readers and note views on the text's key ideas as identified in the Lotus Chart.,,,,11
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,Discuss these views and values to refine understandings about them.,,,,12
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"Identify, through readings, interviews and / or videos about the author, as well as evidence drawn from the text, the key views and values of the author.",,,,13
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"As the reader, compare personal views and values with the author's views and values, identifying key similarities and differences.",,,,14
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"Consider the characters' views and values, identifying key moments in the text where these views and values are most evident.",,,,15
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"Represent these ideas on a Tri-Venn where the views and values of the reader, author and characters are explored.",,,,16
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,Use the work completed on views and values to prepare and present a close analysis of the key moments identified through exploration of views and values.,,,,17
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,"Consider the text's literary form, features and language and how this expresses particular ideas relevant to both the text's context and the author's views and values.",,,,18
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,Select the supplementary reading for use in your internal assessment.,,,,19
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,Activity,Bullet,Read a supplementary text and complete an analysis.,,,,20
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExample,Paragraph,Supplementary text and analysis,,,,21
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,Students read one supplementary text relevant to the set text.,,,,22
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,The table below can be used to assist with analysing the reading:,,,,23
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,"For extra support, read and explore the supplementary reading as a class.",,,,24
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,"Return to the skills of close analysis to explore the supplementary reading and use the table to interrogate the ideas, views and values of the reading. This will also support a deeper understanding of the reading.",,,,25
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,"Return and review an earlier close analysis presentation of the set text. This work can be done in groups, where students read and review one another's work. Alternatively, the teacher can develop a separate close analysis of a key moment from the set text and use that as a model for the re-reading and reviewing.",,,,26
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,"Consider, in the re-reading and reviewing of the earlier close analysis, how the close analysis can be enhanced or revised based on the supplementary reading. Take time with this work, resisting the temptation to replace ideas drawn from the text with ideas from the supplementary reading.",,,,27
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,Students and teachers work towards incorporating the ideas drawn from the supplementary reading into the close analysis.,,,,28
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,Encourage challenges to the supplementary reading as well as acceptance of it.,,,,29
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,"Teacher models re-reading and reviewing, offering opportunities for students to attempt their own re-reading and reviewing of their earlier work. Students present their work to the class (individually or in groups), discussing how the reading has developed and changed the initial interpretation.",,,,30
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,Repeat this exercise with other passages or key moments from the text to further strengthen capacity to draw both from the set text and supplementary reading to develop an interpretation.,,,,31
English,Literature,Year 12,Unit 3,VCELIU3AS2,Area of Study 2 - Developing interpretations,Outcome 2,DetailedExampleStep,Bullet,"Using a second supplementary reading, take this opportunity to deeply engage with and explore the reading.",,,,32
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,Activity,Bullet,"Teacher assigns chapters from the set text (or stories or poems) and develops a presentation that explains the important events, introductions or developments of key characters, and indicates where there are gaps or silences that could be explored or developed in a creative response. Students ask questions and make connections with the work they have completed on the set text. This bank of ideas is retained collectively so that students can return to it or add to it as they work through the area of study.",,,,1
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,Activity,Bullet,"Choose a striking image from the set text and illustrate it, creating a class display of illustrated quotations.",,,,2
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,Activity,Bullet,"Inspired by the imagery, create individual artworks. Alternatively, select from images that best illuminate the imagery from the set text.",,,,3
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,Activity,Bullet,Discuss the illustrated quotes and the ways new ideas can be generated from the interpretations of others.,,,,4
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,Activity,Bullet,"Select a favourite passage from the set text and share this with the class, reading aloud from the passage, and indicating significant features of style.",,,,5
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,Activity,Bullet,Modelling a close analysis,,,,6
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExample,Paragraph,Modelling a close analysis,,,,7
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Paragraph,"Teacher selects a passage and, drawing on the work from the class to date - including the illustrated quotations and the presentations about key aspects of the text - models a close analysis for students.",,,,8
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Paragraph,Students:,,,,9
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"Engage with this modelling, suggesting ways through the passage and making connections between language features, meaning and an interpretation",,,,10
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Identify an extract which is important in terms of their creative response and annotate it,,,,11
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Select a passage they are interested in exploring creatively and write a close analysis of it. (Teacher may choose to set this passage.),,,,12
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"Select a page from the set text and perform a statistical analysis of the extract, counting the number of words in each sentence, the number of sentences in each paragraph, and establishing the balance of direct speech and narration. Online tools such as Using English may be useful because they can do the basic analysis on overall word count and word count per sentence.",,,,13
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Create a generalised numerical observation about the author's writing from the class data (these can later be used when replicating the author's style in individual work).,,,,14
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"When responding to a short story or poetry collection, consider how an alternative order of the stories or poems might affect a reader's understanding of them.",,,,15
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"Research the author of the set text and 'get to know' them. If they are alive, they might have a Twitter account, or it might be possible to attend an author presentation. Some contemporary Australian authors will even respond to student questions. If they are not alive, there might be letters or a biopic that can be read or watched. Or, they may have written other texts and extracts from them can be read.",,,,16
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Attend a writing workshop or watch a TedTalk (or similar) presented by an author (not necessarily of the set text) to learn more about the processes associated with creative writing. Two examples of TedTalks by contemporary authors discussing writing and finding an authentic voice include Maxine Beneba Clarke and Nnedi Okorafor.,,,,17
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Role-play characters from the set text with follow-up activities.,,,,18
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExample,Paragraph,Role-play characters from the set text,,,,19
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"Assume the role of a character from the set text and attend a simulated cocktail party event, chatting with other (students) characters.",,,,20
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"As you chat, make note of (or record) the dialogue in order to increase the authenticity of the direct speech in your writing.",,,,21
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Record and moderate - halting conversations to ask questions and to tease out language choices.,,,,22
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"Use large pieces of paper pinned to the classroom walls to make notes as you speak with other (students) characters, if something occurs to you during the role-play.",,,,23
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"After the role-play, return to these notes as prompts for discussion and exploration of insights.",,,,24
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"As a follow up, ask questions about any parts of the text that continue to be challenging or puzzling. These can be posted to an online space or can be part of the note-taking done during the author event.",,,,25
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Discuss these questions in class and use them as the basis of creative work.,,,,26
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"In groups, experiment with creative writing activities. For example:",,,,27
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"Take a line from the set text and in five minutes, write the next five lines. Read aloud these short stories in class.","In groups, experiment with creative writing activities. For example:",,,28
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,Take a line from the set text and use each word to begin a new sentence. Read aloud the results in class and discuss.,"In groups, experiment with creative writing activities. For example:",,,29
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"Play a game of Consequences. At the top of the page, write a sentence that draws on the characters and / or settings from the original text. As the game continues, apply understanding of character, setting and style of the text. Read aloud the results and explore ideas raised from the game.",,,,30
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"In pairs, write short creative paragraphs to be read to the class, ensuring that they are written in the style of the author of the set text.",,,,31
English,Literature,Year 12,Unit 4,VCELIU4AS1,Area of Study 1 - Creative responses to texts,Outcome 1,DetailedExampleStep,Bullet,"Write cards to and from characters in the set text. These could be birthday cards, thank you notes, or love letters etc.",,,,32
