SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,Activity,Bullet,"Graphical representations: Use a teacher-provided graph depicting inventory turnover for a fictitious or real business and analyse the results, suggesting strategies for improvement. Note that with inventory turnover, higher change/trend is actually slower and a worsening of the outcome.",,,,10
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,Activity,Bullet,"Guest speaker: Listen to an invited professional accountant, financial manager or local business owner speaking to the class (either in person or online). Ask them to share real-world examples and insights into how inventory is managed within a real business.",,,,11
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,Activity,Bullet,Interactive online games: Use Tycoon-based games (such as Lemonade Tycoon) to experience a business simulation involving decision-making that directly impacts business growth and performance. Teachers should check with the school's digital technology team to ensure students can access this at school.,,,,12
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,Activity,Bullet,Excursions or virtual tours: Visit a business in the local community to observe first-hand how accounting systems are used in real-world settings.,,,,13
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExample,Paragraph,Simulation Task - Tracking Inventory,,,,14
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Materials: Allocate each student one box of smarties and one piece of plain paper.,,,,15
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Task One:,,,,16
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Open Smarties now - Don't eat them yet!,,,,17
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Assume that all Smarties are very rare and you can sell them for $500 each.,,,,18
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Complete the table below showing how much Revenue you will make if you sell the following quantities.,,,,19
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Explain the relationship between the quantity sold and the revenue earned.,,,,20
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Assume that each Smartie available for sale was purchased at a cost price of $300 and complete the table below showing the Cost of Sales given the following sales quantities.,,,,21
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Explain the relationship between Cost of Sales and the quantity sold.,,,,22
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KS,DetailedExampleStep,Bullet,Define the term Cost of Sales.,,,,23
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,"When selling inventory, it is important to sell an item for more than was paid for it. Define the term Gross Profit.",,,,24
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Complete the table below showing the Gross Profit earned if the following quantities are sold. (Continue to assume that each Smartie is sold for 300.),,,,25
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,"The cost of sales is only one expense a business must pay. Using the expenses shown below, complete the Income Statement in the space provided, assuming that you sell all of your Smarties.",,,,26
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KS,DetailedExampleStep,Bullet,"With reference to one qualitative characteristic, justify the inclusion of the delivery expenses in the Income Statement.",,,,27
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Qualitative Characteristic:,,,,28
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Explanation:,,,,29
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Task Two:,,,,30
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,"In the competitive global market, demand for Smarties varies considerably. Customer demands for different colours vary according to fashions and trends of the season. You have set the following prices for the coming months.",,,,31
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,"Complete the table, showing the Gross Profit per item for each colour sold.",,,,32
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,"Using the packet of Smarties, calculate the following assuming that all of your smarties are sold.",,,,33
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Complete the Income Statement below using the information you calculated above.,,,,34
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Smartie Shop,,,,35
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Income Statement for the month ended 30 June 2029,,,,36
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExample,Paragraph,The recording and reporting process - Toy Mania,,,,37
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Background information:,,,,38
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,"Yash owns a toy warehouse in Keilor Downs. He sells a wide range of the latest toys and games. He is hoping that his business will see a big increase in sales over the next few weeks when a new toy-related movie will be released. In anticipation of this, Yash has purchased the full range of movie-related toys.",,,,39
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Required actions:,,,,40
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Record the following transactions in the inventory cards provided for two of the items related to the movie.,,,,41
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Complete the questions listed below the inventory cards.,,,,42
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,"At the beginning of July 2029, the following items were on hand:",,,,43
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Transactions:,,,,44
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,"Heading 'Transaction table' with a list of transactions for Movie Dolls and Board Games dated from July 2 to July 31. Two columns, 14 rows / transactions listed. Preceded by table listing items on hand and followed by 2 inventory cards for Movie Dills and Board Games.",,,,45
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Please complete the questions below:,,,,46
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Calculate the Sales Revenue for each item of inventory using the inventory cards above.,,,,47
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,"(Hint: look down the quantities in the Out column and add up all the sales, then multiply by the sale price supplied in the question.)",,,,48
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,"Calculate the Cost of Sales for each item of inventory, using the inventory cards above.",,,,49
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,"(Hint: Using the out columns again, add up the amounts in the total column of the out columns for any sales, this will be the Cost of Sales. Beware of any memos - they are not sales and shouldn't be included. They are usually drawings, or stock losses or gains)",,,,50
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Calculate the Gross Profit for July for the two dolls.,,,,51
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,(Hint: Gross Profit = Sales - Cost of Sales),,,,52
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Calculate the overall inventory Loss/or Gain for July for the two dolls.,,,,53
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Explain two possible reasons for any inventory loss.,,,,54
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,"Using the expenses listed below and the calculations completed above, prepare an Income Statement for Yash's Toy Warehouse for July 2029.",,,,55
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,"Additional expenses: Advertising 2,400, Office Expenses 450, Bank Charges 1,900.",,,,56
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Yash's Toy Warehouse,,,,57
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Income statement for the two months ended 31 July 2029,,,,58
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,Explain two disadvantages of holding excess inventory.,,,,59
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Bullet,"During the period, Yash withdrew some inventory from the business. With reference to one accounting principle, explain how you would treat (report) this.",,,,60
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Accounting Assumption:,,,,61
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS1,Area of Study 1 - Accounting for and managing inventory,Outcome 1,VCEACU2AS1O1KK,DetailedExampleStep,Paragraph,Explanation:,,,,62
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,,,OutcomeHeading,Outcome 2:,,,,1
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,,,OutcomeDescription,"Record and report for accounts receivable and accounts payable, and analyse and discuss the effects of relevant decisions, including the influence of ethical considerations, on the performance of the business.",,,,2
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,,,SectionHeading,Examples of learning activities,,,,3
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,Activity,Bullet,"Case studies: Examine different businesses as case studies, look specifically at provide examples of how each does some or all of the following: recording and management of accounts receivable and accounts payable, decisions about whether to offer credit, the following up of accounts receivable, management of ethical issues. Note that publicly available case studies often focus on large-scale businesses with a variety of ownership structures; however, smaller businesses and sole proprietors are possibly more suitable for this activity",,,,4
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,Activity,Bullet,Modelling: Model the impact on costings and/or financial reports of different options; then provide recommendations and advice. Examples include: consideration of the purchase of supplies whether of different quality levels or from different locations or suppliers; assessment of the social and environmental effects of different models or options; decisions about how credit might be offered and to whom. Modelling options to replace ageing assets or move to a different option; for example: should the business replace a delivery van or should they use a delivery company? Should they buy a warehouse and move their business online or keep the shop they own?,,,,5
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,Activity,Bullet,"Consider the cash cycle: Complete a task following the cash cycle of a business to develop an understanding of how inventory turnover, accounts receivable turnover and accounts payable turnover all impact the cash flow of a business.",,,,6
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,Activity,Bullet,"Financial statement analysis: Examine financial statements (e.g. balance sheet, income statement, cash flow statement) from a fictitious or real business. Discuss how each statement reflects the financial health and performance of the business. Then consider what could be done to improve either the accounts receivable or accounts payable management and, therefore, the overall performance of the business.",,,,7
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,Activity,Bullet,"Graphical representations: Unpack a graphical representation for items such as accounts receivable turnover, accounts payable turnover, credit sales.",,,,8
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,Activity,Bullet,"Revision task: Use teacher-provided pieces of paper that represent the key elements of financial reports, reconstructing them into two reports: an Income Statement and a Balance Sheet.",,,,9
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,Activity,Bullet,"Guest speaker: Listen to an invited professional accountant, financial manager or local business owner (even the school business manager) speaking to the class (either in person or online). Ask them to share real-world examples and insight into how accounts receivable and accounts payable are managed within a real busines",,,,10
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExample,Paragraph,Understanding the cash cycle,,,,11
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Paragraph,Follow the instructions below to practise accounting for and managing non-current assets:,,,,12
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,"Using the cards below, lay out the cash cycle of the business.",,,,13
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Answer the questions on each card.,,,,14
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Provide a detailed discussion of the cash cycle.,,,,15
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Suggest strategies to improve the cash cycle of the business.,,,,16
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Paragraph,Nine cards depicted with the following nine headings on one of each. Each card have other individual information,,,,17
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Purchase Inventory on Credit,,,,18
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Cash Sales,,,,19
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Accounts Payable Turnover,,,,20
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Pay Accounts Payable,,,,21
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Purchase inventory for cash,,,,22
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Inventory turnover 45 days,,,,23
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Credit sales,,,,24
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Accounts receivable turnover,,,,25
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Bullet,Receipts from Accounts receivable,,,,26
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExample,Paragraph,Team Challenge,,,,27
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Paragraph,"Using the information below, prepare an Income Statement and Balance Sheet for the business. Cut out the items (made from magnetic or poster paper) and arrange them into the two reports. Use the blank ones for your key headings in the reports.",,,,28
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS2,Area of Study 2 - Accounting for and managing accounts receivable and accounts payable,Outcome 2,VCEACU2AS2O2KK,DetailedExampleStep,Paragraph,Nguyen's Designs,,,,29
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,,,OutcomeHeading,Outcome 3:,,,,1
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,,,OutcomeDescription,Record and report for non-current assets and depreciation.,,,,2
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,,,SectionHeading,Examples of learning activities,,,,3
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,Activity,Bullet,"Case studies: Examine teacher-provided case studies of businesses with examples of how they conduct the following: record and manage non-current assets, predict useful life and residual value, track and minimise asset loss, maintain non-current assets over time and plan for their replacement, investigate and manage ethical issues.",,,,4
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,Activity,Bullet,"Modelling: Model the impact on costings and/or financial reports of different options and then provide recommendations and advice. This might include consideration regarding purchase of non-current assets of different quality standards or from different locations or suppliers, consideration of the social and environmental impacts of different models/options. Also, the valuation of non-current assets and the financing of their replacements. Model options to replace ageing assets or move to a different option; for example, should a business replace a delivery van or should they use a delivery company? Should they buy a warehouse and move their business online or keep the shop they own?",,,,5
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,Activity,Bullet,"Accounting for non current assets: Complete the worksheet, including the worked example below in class. (Detailed example 1)",,,,6
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,Activity,Bullet,Work through each stage of the recording and reporting process to demonstrate how financial data moves through the accounting system and ultimately informs decision-making.,,,,7
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,Activity,Bullet,"Financial statement analysis: Using teacher-provided financial statements (e.g. balance sheet, income statement, cash flow statement) from a fictitious business, discuss how each statement reflects the financial health and performance of a business. Then, consider what might be done to improve non-current asset management and therefore overall business performance.",,,,8
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,Activity,Bullet,Graphical representations: Unpack a graphical representation of depreciation over time and label key points and other relevant items.,,,,9
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,Activity,Bullet,"Guest Speaker: Invite a professional accountant, financial manager or local business owner to speak to the class (either in person or online). Ask them to share real-world examples and insights into how non-current assets are managed within a real business.",,,,10
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,Activity,Bullet,"Excursions or virtual tours: Visit a business in the local community and observe / note the different types of non-current assets the business has. Discuss how the business maintains these, and then measure the contribution of each non-current asset to the revenue capacity of the business.",,,,11
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExample,Paragraph,Accounting for Non-Current Assets,,,,12
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KS,DetailedExampleStep,Bullet,Define a Non-Current Asset.,,,,13
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Paragraph,Examples,,,,14
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Paragraph,"Distinguish Between Historical Cost, Fair Value and Market Value",,,,15
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Bullet,"Do assets change value over time? If so, how do we record this?",,,,16
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Bullet,Ethical Considerations and Non-Current Assets,,,,17
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Bullet,What is depreciation?,,,,18
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Bullet,Why depreciate?,,,,19
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Bullet,Worked example:,,,,20
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Paragraph,A local hardware store purchased a van costing 3 000 plus GST) and window tinting (890 plus GST per annum) and roadside assistance for the first 12 months (10 000.,,,,21
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Paragraph,Watch out!,,,,22
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Bullet,Always check dates carefully when doing these questions.,,,,23
Business and Economics,Accounting,Year 11,Unit 2,VCEACU2AS3,Area of Study 3 - Accounting for and managing non-current assets,Outcome 3,VCEACU2AS3O3KK,DetailedExampleStep,Bullet,Distinguish between costs that add to the historical cost and ongoing/running expenses.,,,,24
Business and Economics,Accounting,Year 12,Unit 3,VCEACU3,,,,,UnitHeading,Unit 3,,,,1
