SubjectArea,Subject,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,EQCode,EQGradeCode,Mark,Grade,EQSection,EQHeader,EQSkill,EQDescription,Sequence
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC10,10,B,C,,,"Includes analysis of ideas, mostly expressed accurately with metalanguage",24
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC10,10,B,C,,,Indicates ability to utilise appropriate features of written discourse in the essay’s overall structure,25
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC09,9,C+,C,,C+ Student:,"Demonstrates some understanding of the topic, with some points illustrated by examples and evidence from contemporary sociolinguistic discussion and debate, and some reference to the stimulus material",26
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC09,9,C+,C,,,"Provides limited analysis throughout response, and uses metalanguage sporadically and/or inaccurately",27
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC09,9,C+,C,,,Shows mostly consistent use of features of written discourse,28
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC08,8,C,C,,C Student:,"Demonstrates some understanding of the topic, with some points illustrated by examples and evidence from contemporary sociolinguistic discussion and debate, and some reference to the stimulus material",29
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC08,8,C,C,,,"Provides limited analysis throughout response, and uses metalanguage sporadically and/or inaccurately",30
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC08,8,C,C,,,Shows mostly consistent use of features of written discourse,31
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC07,7,D+,C,,D+ Student:,"Demonstrates limited understanding of the topic, with ideas that are general, superficial and/or repetitive",32
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC07,7,D+,C,,,Includes few supporting examples or evidence,33
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC07,7,D+,C,,,"Creates a descriptive rather than analytical essay, with little or no use of metalanguage",34
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC07,7,D+,C,,,"Includes some features of written discourse, but they are not used consistently",35
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC06,6,D,C,,D Student:,"Demonstrates limited understanding of the topic, with ideas that are general, superficial and/or repetitive",36
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC06,6,D,C,,,Includes few supporting examples or evidence,37
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC06,6,D,C,,,"Creates a descriptive rather than analytical essay, with little or no use of metalanguage",38
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC06,6,D,C,,,"Includes some features of written discourse, but they are not used consistently",39
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC05,5,E+,C,,E+ Student:,"Demonstrates very limited understanding of the topic, with limited or no supporting examples",40
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC05,5,E+,C,,,Creates a descriptive response with limited or no use of metalanguage,41
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC05,5,E+,C,,,Uses few features of written discourse,42
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC04,4,E,C,,E Student:,"Demonstrates very limited understanding of the topic, with limited or no supporting examples",43
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC04,4,E,C,,,Creates a descriptive response with limited or no use of metalanguage,44
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC04,4,E,C,,,Uses few features of written discourse,45
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC03,3,UG,C,,UG Student:,Demonstrates little or no understanding of the topic,46
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC03,3,UG,C,,,"Includes ideas loosely related to the topic, but these are not developed and lack evidence and examples",47
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC03,3,UG,C,,,Uses minimal evidence of appropriate features of written discourse,48
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC02,2,UG,C,,UG Student:,Demonstrates little or no understanding of the topic,49
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC02,2,UG,C,,,"Includes ideas loosely related to the topic, but these are not developed and lack evidence and examples",50
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC02,2,UG,C,,,Uses minimal evidence of appropriate features of written discourse,51
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC01,1,UG,C,,UG Student:,Demonstrates little or no understanding of the topic,52
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC01,1,UG,C,,,"Includes ideas loosely related to the topic, but these are not developed and lack evidence and examples",53
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC01,1,UG,C,,,Uses minimal evidence of appropriate features of written discourse,54
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC00,0,UG,C,,UG Student:,Demonstrates little or no understanding of the topic,55
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC00,0,UG,C,,,"Includes ideas loosely related to the topic, but these are not developed and lack evidence and examples",56
English,English Language,12,Final Exam,Pre Exam Criteria,2024-2028,"VCEELU3AS1,VCEELU3AS2,VCEELU4AS1,VCEELU4AS2",VCEEL12EQC,VCEEL12EQC00,0,UG,C,,,Uses minimal evidence of appropriate features of written discourse,57
